EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Adesanya vs. Imavov,Israel Adesanya vs. Nassourdine Imavov,Round 2,Israel Adesanya,0.0,6 of 6,100%,6 of 6,0 of 0,,0.0,0.0,0:00,1 of 1,3 of 3,2 of 2,6 of 6,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Israel Adesanya vs. Nassourdine Imavov,Round 2,Nassourdine Imavov,1.0,7 of 10,70%,8 of 11,0 of 0,,0.0,0.0,0:04,6 of 8,0 of 1,1 of 1,2 of 4,0 of 0,5 of 6
UFC Fight Night: Adesanya vs. Imavov,Shara Magomedov vs. Michael Page,Round 1,Shara Magomedov,0.0,9 of 25,36%,9 of 25,0 of 0,,0.0,0.0,0:00,1 of 10,2 of 3,6 of 12,9 of 24,0 of 1,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Shara Magomedov vs. Michael Page,Round 2,Shara Magomedov,0.0,7 of 30,23%,9 of 32,0 of 0,,0.0,0.0,0:00,0 of 18,5 of 7,2 of 5,7 of 30,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Shara Magomedov vs. Michael Page,Round 3,Shara Magomedov,0.0,22 of 32,68%,32 of 45,0 of 0,,0.0,0.0,0:40,7 of 14,10 of 10,5 of 8,18 of 28,4 of 4,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Shara Magomedov vs. Michael Page,Round 2,Michael Page,0.0,14 of 25,56%,15 of 26,0 of 0,,0.0,0.0,0:34,5 of 16,6 of 6,3 of 3,13 of 24,1 of 1,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Shara Magomedov vs. Michael Page,Round 3,Michael Page,0.0,16 of 29,55%,19 of 34,0 of 0,,0.0,0.0,0:00,11 of 23,4 of 4,1 of 2,12 of 24,4 of 5,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Sergei Pavlovich vs. Jairzinho Rozenstruik,Round 1,Sergei Pavlovich,0.0,11 of 23,47%,32 of 51,0 of 0,,0.0,0.0,1:09,9 of 21,0 of 0,2 of 2,11 of 23,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Sergei Pavlovich vs. Jairzinho Rozenstruik,Round 1,Jairzinho Rozenstruik,0.0,7 of 15,46%,9 of 18,0 of 0,,0.0,0.0,0:00,0 of 8,2 of 2,5 of 5,7 of 15,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Sergei Pavlovich vs. Jairzinho Rozenstruik,Round 2,Jairzinho Rozenstruik,0.0,6 of 17,35%,8 of 19,0 of 0,,0.0,0.0,0:00,3 of 13,1 of 1,2 of 3,6 of 17,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Sergei Pavlovich vs. Jairzinho Rozenstruik,Round 3,Jairzinho Rozenstruik,0.0,4 of 23,17%,6 of 26,0 of 0,,0.0,0.0,0:00,4 of 22,0 of 0,0 of 1,4 of 23,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Said Nurmagomedov vs. Vinicius Oliveira,Round 3,Vinicius Oliveira,0.0,19 of 35,54%,37 of 58,0 of 0,,1.0,0.0,3:34,14 of 29,3 of 3,2 of 3,9 of 22,0 of 0,10 of 13
UFC Fight Night: Adesanya vs. Imavov,Fares Ziam vs. Mike Davis,Round 3,Mike Davis,0.0,6 of 12,50%,12 of 21,0 of 0,,0.0,1.0,0:47,5 of 11,0 of 0,1 of 1,3 of 5,0 of 0,3 of 7
UFC Fight Night: Adesanya vs. Imavov,Muhammad Naimov vs. Kaan Ofli,Round 3,Muhammad Naimov,0.0,8 of 25,32%,22 of 69,0 of 0,,0.0,0.0,3:25,8 of 25,0 of 0,0 of 0,4 of 12,0 of 0,4 of 13
UFC Fight Night: Adesanya vs. Imavov,Shamil Gaziev vs. Thomas Petersen,Round 1,Shamil Gaziev,1.0,14 of 32,43%,14 of 32,0 of 0,,0.0,0.0,0:00,9 of 27,5 of 5,0 of 0,13 of 30,1 of 2,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Terrance McKinney vs. Damir Hadzovic,Round 1,Terrance McKinney,0.0,54 of 69,78%,69 of 90,0 of 0,,1.0,1.0,1:00,53 of 67,1 of 2,0 of 0,8 of 18,0 of 0,46 of 51
UFC Fight Night: Adesanya vs. Imavov,Jasmine Jasudavicius vs. Mayra Bueno Silva,Round 1,Mayra Bueno Silva,0.0,10 of 18,55%,10 of 18,0 of 0,,1.0,0.0,0:00,4 of 10,2 of 3,4 of 5,10 of 18,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Jasmine Jasudavicius vs. Mayra Bueno Silva,Round 2,Mayra Bueno Silva,0.0,21 of 38,55%,24 of 41,0 of 0,,0.0,0.0,0:00,15 of 29,4 of 7,2 of 2,15 of 32,6 of 6,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Jasmine Jasudavicius vs. Mayra Bueno Silva,Round 3,Mayra Bueno Silva,0.0,6 of 16,37%,7 of 17,0 of 0,,0.0,0.0,0:00,4 of 14,2 of 2,0 of 0,5 of 14,1 of 2,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Bogdan Grad vs. Lucas Alexander,Round 2,Lucas Alexander,0.0,19 of 29,65%,19 of 29,0 of 0,,0.0,0.0,0:00,9 of 19,6 of 6,4 of 4,18 of 28,1 of 1,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Hamdy Abdelwahab vs. Jamal Pogues,Round 2,Hamdy Abdelwahab,0.0,12 of 25,48%,12 of 25,0 of 0,,0.0,0.0,0:00,6 of 18,0 of 0,6 of 7,12 of 25,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Hamdy Abdelwahab vs. Jamal Pogues,Round 3,Hamdy Abdelwahab,0.0,21 of 39,53%,21 of 39,0 of 0,,0.0,0.0,0:00,11 of 28,3 of 4,7 of 7,21 of 39,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Hamdy Abdelwahab vs. Jamal Pogues,Round 2,Jamal Pogues,0.0,22 of 44,50%,22 of 44,0 of 0,,0.0,0.0,0:00,12 of 33,0 of 0,10 of 11,22 of 44,0 of 0,0 of 0
UFC Fight Night: Adesanya vs. Imavov,Hamdy Abdelwahab vs. Jamal Pogues,Round 3,Jamal Pogues,0.0,25 of 39,64%,25 of 39,0 of 0,,0.0,0.0,0:00,17 of 31,0 of 0,8 of 8,24 of 38,1 of 1,0 of 0
UFC 311: Makhachev vs. Moicano,Islam Makhachev vs. Renato Moicano,Round 1,Renato Moicano,0.0,9 of 27,33%,18 of 37,0 of 0,,0.0,0.0,0:00,2 of 18,3 of 5,4 of 4,9 of 27,0 of 0,0 of 0
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,Round 1,Jiri Prochazka,1.0,32 of 58,55%,32 of 58,0 of 0,,0.0,0.0,0:07,27 of 51,3 of 4,2 of 3,28 of 51,4 of 6,0 of 1
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,Round 2,Jiri Prochazka,0.0,22 of 49,44%,22 of 49,0 of 0,,0.0,0.0,0:00,12 of 33,9 of 12,1 of 4,22 of 49,0 of 0,0 of 0
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,Round 3,Jiri Prochazka,1.0,43 of 58,74%,47 of 63,0 of 0,,0.0,0.0,0:15,34 of 48,7 of 7,2 of 3,21 of 29,6 of 7,16 of 22
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,Round 1,Jamahal Hill,0.0,23 of 64,35%,25 of 66,0 of 0,,0.0,0.0,0:00,17 of 56,5 of 6,1 of 2,21 of 59,2 of 5,0 of 0
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,Round 2,Jamahal Hill,0.0,38 of 74,51%,38 of 74,0 of 0,,0.0,0.0,0:00,25 of 59,12 of 14,1 of 1,34 of 69,4 of 5,0 of 0
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,Round 3,Jamahal Hill,0.0,20 of 39,51%,21 of 40,0 of 0,,0.0,0.0,0:00,13 of 30,7 of 9,0 of 0,13 of 30,7 of 9,0 of 0
UFC 311: Makhachev vs. Moicano,Kevin Holland vs. Reinier de Ridder,Round 1,Kevin Holland,0.0,11 of 13,84%,27 of 32,0 of 0,,0.0,0.0,0:00,10 of 12,1 of 1,0 of 0,1 of 2,1 of 1,9 of 10
UFC 311: Makhachev vs. Moicano,Payton Talbott vs. Raoni Barcelos,Round 1,Payton Talbott,0.0,2 of 2,100%,2 of 3,0 of 0,,0.0,0.0,0:00,0 of 0,1 of 1,1 of 1,1 of 1,1 of 1,0 of 0
UFC 311: Makhachev vs. Moicano,Payton Talbott vs. Raoni Barcelos,Round 2,Payton Talbott,0.0,25 of 44,56%,26 of 45,0 of 0,,0.0,0.0,0:00,21 of 40,2 of 2,2 of 2,25 of 44,0 of 0,0 of 0
UFC 311: Makhachev vs. Moicano,Zachary Reese vs. Azamat Bekoev,Round 1,Zachary Reese,0.0,13 of 24,54%,22 of 35,0 of 0,,0.0,0.0,0:00,13 of 22,0 of 2,0 of 0,1 of 7,1 of 1,11 of 16
UFC 311: Makhachev vs. Moicano,Bogdan Guskov vs. Billy Elekana,Round 1,Bogdan Guskov,0.0,12 of 17,70%,19 of 25,0 of 0,,1.0,1.0,0:44,9 of 14,0 of 0,3 of 3,3 of 3,0 of 0,9 of 14
UFC 311: Makhachev vs. Moicano,Bogdan Guskov vs. Billy Elekana,Round 2,Bogdan Guskov,0.0,35 of 54,64%,40 of 60,0 of 0,,1.0,0.0,0:40,30 of 49,5 of 5,0 of 0,16 of 31,11 of 11,8 of 12
UFC 311: Makhachev vs. Moicano,Bogdan Guskov vs. Billy Elekana,Round 2,Billy Elekana,0.0,12 of 19,63%,12 of 19,0 of 0,,0.0,0.0,0:00,11 of 17,1 of 2,0 of 0,12 of 19,0 of 0,0 of 0
UFC 311: Makhachev vs. Moicano,Grant Dawson vs. Diego Ferreira,Round 1,Diego Ferreira,0.0,11 of 16,68%,27 of 34,0 of 0,,0.0,0.0,0:00,5 of 9,2 of 3,4 of 4,9 of 14,2 of 2,0 of 0
UFC 311: Makhachev vs. Moicano,Grant Dawson vs. Diego Ferreira,Round 2,Diego Ferreira,0.0,17 of 28,60%,29 of 43,0 of 0,,0.0,0.0,0:18,15 of 24,2 of 4,0 of 0,12 of 23,4 of 4,1 of 1
UFC 311: Makhachev vs. Moicano,Grant Dawson vs. Diego Ferreira,Round 3,Diego Ferreira,0.0,13 of 17,76%,28 of 36,0 of 0,,0.0,0.0,0:02,11 of 15,2 of 2,0 of 0,10 of 14,0 of 0,3 of 3
UFC 311: Makhachev vs. Moicano,Karol Rosa vs. Ailin Perez,Round 1,Karol Rosa,0.0,18 of 25,72%,48 of 56,0 of 0,,0.0,0.0,0:00,8 of 14,1 of 2,9 of 9,16 of 22,0 of 1,2 of 2
UFC 311: Makhachev vs. Moicano,Karol Rosa vs. Ailin Perez,Round 2,Karol Rosa,0.0,11 of 33,33%,45 of 68,0 of 0,,0.0,0.0,0:00,6 of 24,0 of 1,5 of 8,10 of 31,1 of 2,0 of 0
UFC 311: Makhachev vs. Moicano,Karol Rosa vs. Ailin Perez,Round 3,Karol Rosa,0.0,24 of 54,44%,27 of 58,0 of 0,,0.0,0.0,0:00,6 of 29,5 of 8,13 of 17,23 of 52,1 of 2,0 of 0
UFC 311: Makhachev vs. Moicano,Rinya Nakamura vs. Muin Gafurov,Round 1,Rinya Nakamura,0.0,10 of 24,41%,14 of 29,0 of 0,,0.0,0.0,0:00,0 of 8,3 of 4,7 of 12,10 of 24,0 of 0,0 of 0
UFC 311: Makhachev vs. Moicano,Rinya Nakamura vs. Muin Gafurov,Round 3,Rinya Nakamura,0.0,12 of 25,48%,16 of 29,0 of 0,,1.0,0.0,1:41,5 of 18,4 of 4,3 of 3,11 of 24,1 of 1,0 of 0
UFC 311: Makhachev vs. Moicano,Rinya Nakamura vs. Muin Gafurov,Round 1,Muin Gafurov,0.0,12 of 29,41%,42 of 63,0 of 0,,0.0,0.0,1:35,6 of 21,3 of 4,3 of 4,11 of 23,0 of 0,1 of 6
UFC 311: Makhachev vs. Moicano,Rinya Nakamura vs. Muin Gafurov,Round 2,Muin Gafurov,1.0,14 of 32,43%,17 of 35,0 of 0,,0.0,0.0,1:02,10 of 25,2 of 3,2 of 4,10 of 24,4 of 7,0 of 1
UFC 311: Makhachev vs. Moicano,Ricky Turcios vs. Benardo Sopaj,Round 1,Benardo Sopaj,0.0,18 of 35,51%,20 of 37,0 of 0,,0.0,0.0,0:48,13 of 28,1 of 3,4 of 4,14 of 30,3 of 4,1 of 1
UFC Fight Night: Dern vs. Ribas 2,Mackenzie Dern vs. Amanda Ribas,Round 1,Amanda Ribas,0.0,10 of 33,30%,27 of 50,0 of 0,,0.0,0.0,0:00,6 of 26,1 of 3,3 of 4,9 of 32,0 of 0,1 of 1
UFC Fight Night: Dern vs. Ribas 2,Santiago Ponzinibbio vs. Carlston Harris,Round 1,Santiago Ponzinibbio,0.0,22 of 48,45%,22 of 48,0 of 0,,0.0,0.0,0:01,13 of 39,5 of 5,4 of 4,22 of 48,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Santiago Ponzinibbio vs. Carlston Harris,Round 2,Santiago Ponzinibbio,0.0,27 of 70,38%,27 of 70,0 of 0,,0.0,0.0,0:00,21 of 62,1 of 3,5 of 5,27 of 70,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Santiago Ponzinibbio vs. Carlston Harris,Round 3,Santiago Ponzinibbio,1.0,27 of 57,47%,27 of 57,0 of 0,,0.0,0.0,0:38,23 of 50,2 of 3,2 of 4,23 of 47,0 of 0,4 of 10
UFC Fight Night: Dern vs. Ribas 2,Cesar Almeida vs. Abdul Razak Alhassan,Round 1,Cesar Almeida,1.0,20 of 29,68%,21 of 30,0 of 0,,0.0,0.0,0:02,3 of 9,9 of 11,8 of 9,16 of 25,4 of 4,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Chris Curtis vs. Roman Kopylov,Round 1,Chris Curtis,0.0,42 of 83,50%,42 of 83,0 of 0,,0.0,0.0,0:00,32 of 62,8 of 19,2 of 2,42 of 83,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Chris Curtis vs. Roman Kopylov,Round 2,Chris Curtis,0.0,58 of 104,55%,59 of 105,0 of 0,,0.0,0.0,0:00,42 of 78,14 of 24,2 of 2,58 of 104,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Chris Curtis vs. Roman Kopylov,Round 3,Chris Curtis,0.0,42 of 74,56%,45 of 77,0 of 0,,0.0,0.0,0:00,33 of 64,8 of 9,1 of 1,42 of 74,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Chris Curtis vs. Roman Kopylov,Round 2,Roman Kopylov,0.0,38 of 96,39%,38 of 96,0 of 0,,0.0,0.0,0:00,25 of 83,3 of 3,10 of 10,38 of 96,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Christian Rodriguez vs. Austin Bashi,Round 2,Christian Rodriguez,0.0,14 of 18,77%,19 of 23,0 of 0,,0.0,1.0,0:24,13 of 16,1 of 2,0 of 0,11 of 15,1 of 1,2 of 2
UFC Fight Night: Dern vs. Ribas 2,Punahele Soriano vs. Uros Medic,Round 1,Punahele Soriano,1.0,13 of 17,76%,13 of 17,0 of 0,,0.0,0.0,0:04,12 of 16,0 of 0,1 of 1,5 of 8,0 of 0,8 of 9
UFC Fight Night: Dern vs. Ribas 2,Punahele Soriano vs. Uros Medic,Round 1,Uros Medic,0.0,2 of 3,66%,2 of 3,0 of 0,,0.0,0.0,0:00,1 of 2,1 of 1,0 of 0,2 of 3,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Jose Johnson vs. Felipe Bunes,Round 1,Jose Johnson,0.0,8 of 14,57%,8 of 15,0 of 0,,0.0,0.0,0:48,3 of 8,3 of 4,2 of 2,7 of 11,0 of 2,1 of 1
UFC Fight Night: Dern vs. Ribas 2,Marco Tulio vs. Ihor Potieria,Round 1,Marco Tulio,1.0,29 of 54,53%,34 of 62,0 of 0,,0.0,0.0,0:26,20 of 41,5 of 7,4 of 6,17 of 37,1 of 1,11 of 16
UFC Fight Night: Dern vs. Ribas 2,Marco Tulio vs. Ihor Potieria,Round 1,Ihor Potieria,0.0,6 of 15,40%,6 of 15,0 of 0,,0.0,0.0,0:00,2 of 8,1 of 2,3 of 5,6 of 15,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Thiago Moises vs. Trey Ogden,Round 1,Thiago Moises,0.0,12 of 28,42%,12 of 28,0 of 0,,0.0,0.0,0:00,2 of 12,2 of 4,8 of 12,12 of 28,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Thiago Moises vs. Trey Ogden,Round 2,Thiago Moises,0.0,32 of 44,72%,42 of 54,0 of 0,,0.0,0.0,3:23,24 of 36,0 of 0,8 of 8,9 of 17,0 of 0,23 of 27
UFC Fight Night: Dern vs. Ribas 2,Thiago Moises vs. Trey Ogden,Round 3,Thiago Moises,0.0,11 of 22,50%,21 of 42,0 of 0,,0.0,1.0,4:07,10 of 17,0 of 0,1 of 5,1 of 6,0 of 0,10 of 16
UFC Fight Night: Dern vs. Ribas 2,Thiago Moises vs. Trey Ogden,Round 1,Trey Ogden,0.0,36 of 58,62%,36 of 58,0 of 0,,0.0,0.0,0:00,14 of 35,2 of 2,20 of 21,36 of 58,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Thiago Moises vs. Trey Ogden,Round 2,Trey Ogden,0.0,19 of 29,65%,51 of 70,0 of 0,,0.0,0.0,0:00,8 of 17,5 of 6,6 of 6,19 of 29,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Preston Parsons vs. Jacobe Smith,Round 1,Preston Parsons,0.0,7 of 14,50%,8 of 15,0 of 0,,0.0,0.0,0:00,6 of 12,1 of 1,0 of 1,6 of 13,1 of 1,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Preston Parsons vs. Jacobe Smith,Round 1,Jacobe Smith,1.0,12 of 23,52%,12 of 23,0 of 0,,0.0,0.0,0:11,8 of 17,2 of 3,2 of 3,11 of 21,0 of 0,1 of 2
UFC Fight Night: Dern vs. Ribas 2,Ernesta Kareckaite vs. Nicolle Caliari,Round 1,Ernesta Kareckaite,0.0,27 of 63,42%,35 of 71,0 of 0,,0.0,0.0,0:34,19 of 54,8 of 9,0 of 0,22 of 57,5 of 6,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Ernesta Kareckaite vs. Nicolle Caliari,Round 2,Ernesta Kareckaite,0.0,36 of 86,41%,45 of 98,0 of 0,,0.0,0.0,0:59,31 of 76,5 of 9,0 of 1,34 of 80,2 of 6,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Ernesta Kareckaite vs. Nicolle Caliari,Round 3,Ernesta Kareckaite,0.0,32 of 77,41%,46 of 97,0 of 0,,0.0,0.0,0:00,27 of 69,5 of 8,0 of 0,31 of 76,1 of 1,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Magomed Gadzhiyasulov vs. Bruno Lopes,Round 1,Magomed Gadzhiyasulov,0.0,15 of 23,65%,45 of 55,0 of 0,,0.0,0.0,0:00,2 of 9,5 of 6,8 of 8,13 of 20,2 of 3,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Magomed Gadzhiyasulov vs. Bruno Lopes,Round 3,Magomed Gadzhiyasulov,0.0,7 of 17,41%,8 of 18,0 of 0,,0.0,0.0,0:00,3 of 13,1 of 1,3 of 3,5 of 13,2 of 4,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Fatima Kline vs. Viktoriia Dudakova,Round 1,Fatima Kline,0.0,11 of 16,68%,25 of 32,0 of 0,,0.0,2.0,2:41,9 of 14,1 of 1,1 of 1,2 of 6,2 of 2,7 of 8
UFC Fight Night: Dern vs. Ribas 2,Nurullo Aliev vs. Joe Solecki,Round 3,Nurullo Aliev,0.0,24 of 54,44%,29 of 62,0 of 0,,0.0,0.0,0:00,18 of 47,5 of 6,1 of 1,24 of 54,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Nurullo Aliev vs. Joe Solecki,Round 1,Joe Solecki,0.0,2 of 4,50%,8 of 10,0 of 0,,0.0,0.0,0:00,1 of 3,1 of 1,0 of 0,2 of 4,0 of 0,0 of 0
UFC Fight Night: Dern vs. Ribas 2,Nurullo Aliev vs. Joe Solecki,Round 2,Joe Solecki,0.0,5 of 13,38%,14 of 22,0 of 0,,1.0,0.0,0:00,5 of 12,0 of 1,0 of 0,5 of 13,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Colby Covington vs. Joaquin Buckley,Round 1,Joaquin Buckley,0.0,23 of 55,41%,23 of 55,0 of 0,,0.0,0.0,0:09,18 of 47,4 of 7,1 of 1,20 of 49,1 of 2,2 of 4
UFC Fight Night: Covington vs. Buckley,Colby Covington vs. Joaquin Buckley,Round 3,Joaquin Buckley,0.0,24 of 41,58%,29 of 49,0 of 0,,1.0,0.0,1:08,21 of 38,3 of 3,0 of 0,21 of 36,1 of 1,2 of 4
UFC Fight Night: Covington vs. Buckley,Cub Swanson vs. Billy Quarantillo,Round 1,Cub Swanson,0.0,39 of 57,68%,40 of 58,0 of 0,,0.0,0.0,0:00,23 of 38,7 of 10,9 of 9,39 of 57,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Cub Swanson vs. Billy Quarantillo,Round 2,Cub Swanson,0.0,40 of 69,57%,54 of 83,0 of 0,,0.0,0.0,0:09,35 of 61,4 of 6,1 of 2,36 of 65,4 of 4,0 of 0
UFC Fight Night: Covington vs. Buckley,Cub Swanson vs. Billy Quarantillo,Round 3,Cub Swanson,1.0,20 of 32,62%,20 of 32,0 of 0,,0.0,0.0,0:01,16 of 28,2 of 2,2 of 2,20 of 32,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Manel Kape vs. Bruno Silva,Round 1,Manel Kape,0.0,32 of 48,66%,32 of 48,0 of 0,,0.0,0.0,0:00,21 of 37,2 of 2,9 of 9,31 of 47,1 of 1,0 of 0
UFC Fight Night: Covington vs. Buckley,Manel Kape vs. Bruno Silva,Round 2,Manel Kape,0.0,39 of 66,59%,39 of 66,0 of 0,,0.0,0.0,0:00,25 of 52,5 of 5,9 of 9,38 of 65,1 of 1,0 of 0
UFC Fight Night: Covington vs. Buckley,Manel Kape vs. Bruno Silva,Round 3,Manel Kape,1.0,40 of 54,74%,40 of 54,0 of 0,,0.0,0.0,0:01,25 of 38,11 of 12,4 of 4,40 of 53,0 of 0,0 of 1
UFC Fight Night: Covington vs. Buckley,Manel Kape vs. Bruno Silva,Round 3,Bruno Silva,0.0,11 of 35,31%,11 of 35,0 of 0,,0.0,0.0,0:00,7 of 29,4 of 6,0 of 0,11 of 35,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Vitor Petrino vs. Dustin Jacoby,Round 2,Vitor Petrino,0.0,19 of 47,40%,19 of 47,0 of 0,,0.0,0.0,0:00,16 of 42,2 of 3,1 of 2,19 of 47,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Vitor Petrino vs. Dustin Jacoby,Round 1,Dustin Jacoby,0.0,12 of 32,37%,12 of 32,0 of 0,,0.0,0.0,0:04,5 of 22,1 of 2,6 of 8,8 of 25,4 of 7,0 of 0
UFC Fight Night: Covington vs. Buckley,Vitor Petrino vs. Dustin Jacoby,Round 2,Dustin Jacoby,0.0,18 of 36,50%,18 of 36,0 of 0,,0.0,0.0,0:00,8 of 24,3 of 4,7 of 8,18 of 36,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Vitor Petrino vs. Dustin Jacoby,Round 3,Dustin Jacoby,1.0,15 of 28,53%,17 of 32,0 of 0,,0.0,0.0,0:16,10 of 23,3 of 3,2 of 2,13 of 26,1 of 1,1 of 1
UFC Fight Night: Covington vs. Buckley,Adrian Yanez vs. Daniel Marcos,Round 1,Adrian Yanez,0.0,24 of 55,43%,29 of 60,0 of 0,,0.0,0.0,0:23,15 of 46,2 of 2,7 of 7,24 of 55,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Adrian Yanez vs. Daniel Marcos,Round 2,Adrian Yanez,0.0,41 of 98,41%,41 of 98,0 of 0,,0.0,0.0,0:00,29 of 82,5 of 6,7 of 10,41 of 97,0 of 1,0 of 0
UFC Fight Night: Covington vs. Buckley,Adrian Yanez vs. Daniel Marcos,Round 1,Daniel Marcos,0.0,29 of 46,63%,30 of 47,0 of 0,,0.0,0.0,0:46,14 of 30,4 of 5,11 of 11,27 of 44,2 of 2,0 of 0
UFC Fight Night: Covington vs. Buckley,Navajo Stirling vs. Tuco Tokkos,Round 1,Navajo Stirling,0.0,21 of 57,36%,24 of 62,0 of 0,,0.0,0.0,0:23,8 of 35,9 of 15,4 of 7,20 of 54,1 of 3,0 of 0
UFC Fight Night: Covington vs. Buckley,Navajo Stirling vs. Tuco Tokkos,Round 2,Navajo Stirling,0.0,22 of 35,62%,25 of 39,0 of 0,,0.0,0.0,0:00,8 of 19,12 of 14,2 of 2,17 of 28,5 of 7,0 of 0
UFC Fight Night: Covington vs. Buckley,Navajo Stirling vs. Tuco Tokkos,Round 3,Navajo Stirling,0.0,35 of 63,55%,50 of 80,0 of 0,,0.0,0.0,0:31,17 of 40,16 of 21,2 of 2,33 of 60,2 of 3,0 of 0
UFC Fight Night: Covington vs. Buckley,Michael Johnson vs. Ottman Azaitar,Round 2,Michael Johnson,1.0,8 of 19,42%,8 of 19,0 of 0,,0.0,0.0,0:02,7 of 16,0 of 2,1 of 1,6 of 16,0 of 0,2 of 3
UFC Fight Night: Covington vs. Buckley,Michael Johnson vs. Ottman Azaitar,Round 1,Ottman Azaitar,0.0,10 of 37,27%,14 of 42,0 of 0,,0.0,0.0,0:00,5 of 25,5 of 9,0 of 3,9 of 36,1 of 1,0 of 0
UFC Fight Night: Covington vs. Buckley,Michael Johnson vs. Ottman Azaitar,Round 2,Ottman Azaitar,0.0,6 of 19,31%,6 of 19,0 of 0,,0.0,0.0,0:00,3 of 14,2 of 3,1 of 2,6 of 19,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Joel Alvarez vs. Drakkar Klose,Round 1,Joel Alvarez,0.0,20 of 24,83%,39 of 44,0 of 0,,0.0,0.0,0:04,15 of 19,4 of 4,1 of 1,12 of 16,8 of 8,0 of 0
UFC Fight Night: Covington vs. Buckley,Sean Woodson vs. Fernando Padilla,Round 1,Sean Woodson,1.0,38 of 71,53%,38 of 71,0 of 0,,0.0,0.0,1:03,35 of 64,0 of 3,3 of 4,36 of 69,0 of 0,2 of 2
UFC Fight Night: Covington vs. Buckley,Sean Woodson vs. Fernando Padilla,Round 1,Fernando Padilla,0.0,22 of 69,31%,24 of 72,0 of 0,,0.0,0.0,0:09,14 of 59,4 of 6,4 of 4,17 of 61,5 of 8,0 of 0
UFC Fight Night: Covington vs. Buckley,Miles Johns vs. Felipe Lima,Round 1,Miles Johns,0.0,12 of 43,27%,12 of 43,0 of 0,,0.0,0.0,0:29,9 of 39,2 of 2,1 of 2,12 of 43,0 of 0,0 of 0
UFC Fight Night: Covington vs. Buckley,Miles Johns vs. Felipe Lima,Round 3,Miles Johns,0.0,4 of 33,12%,5 of 35,0 of 0,,0.0,1.0,0:32,3 of 29,0 of 2,1 of 2,4 of 31,0 of 2,0 of 0
