EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Lewis vs. Abdurakhimov,Derrick Lewis vs. Shamil Abdurakhimov,Round 2,Derrick Lewis,0.0,7 of 14,50%,9 of 16,0 of 0,,0.0,0.0,0:00,4 of 11,2 of 2,1 of 1,2 of 6,2 of 4,3 of 4
UFC Fight Night: Lewis vs. Abdurakhimov,Francis Ngannou vs. Anthony Hamilton,Round 1,Francis Ngannou,0.0,1 of 1,100%,1 of 1,0 of 0,,1.0,0.0,0:06,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Corey Anderson vs. Sean O'Connell,Round 1,Sean O'Connell,0.0,6 of 17,35%,12 of 24,0 of 0,,0.0,0.0,0:00,4 of 14,1 of 1,1 of 2,2 of 10,1 of 1,3 of 6
UFC Fight Night: Lewis vs. Abdurakhimov,Corey Anderson vs. Sean O'Connell,Round 2,Sean O'Connell,0.0,3 of 5,60%,3 of 5,0 of 0,,0.0,0.0,0:00,1 of 3,1 of 1,1 of 1,1 of 3,0 of 0,2 of 2
UFC Fight Night: Lewis vs. Abdurakhimov,Gian Villante vs. Saparbeg Safarov,Round 1,Gian Villante,1.0,35 of 69,50%,38 of 72,0 of 0,,0.0,0.0,0:23,29 of 63,2 of 2,4 of 4,23 of 51,2 of 2,10 of 16
UFC Fight Night: Lewis vs. Abdurakhimov,Gian Villante vs. Saparbeg Safarov,Round 2,Gian Villante,0.0,25 of 39,64%,35 of 49,0 of 0,,0.0,0.0,0:00,20 of 30,0 of 3,5 of 6,17 of 30,8 of 9,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Gian Villante vs. Saparbeg Safarov,Round 1,Saparbeg Safarov,0.0,31 of 98,31%,31 of 98,0 of 0,,0.0,0.0,0:12,25 of 89,5 of 8,1 of 1,29 of 94,2 of 4,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Justine Kish vs. Ashley Yoder,Round 1,Justine Kish,0.0,23 of 47,48%,23 of 47,0 of 0,,0.0,1.0,1:08,5 of 19,12 of 19,6 of 9,14 of 36,9 of 10,0 of 1
UFC Fight Night: Lewis vs. Abdurakhimov,Justine Kish vs. Ashley Yoder,Round 2,Justine Kish,0.0,7 of 17,41%,10 of 20,0 of 0,,1.0,1.0,2:50,1 of 9,3 of 4,3 of 4,6 of 14,1 of 3,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Justine Kish vs. Ashley Yoder,Round 2,Ashley Yoder,0.0,12 of 28,42%,32 of 52,0 of 0,,0.0,1.0,0:45,11 of 23,1 of 5,0 of 0,6 of 18,1 of 2,5 of 8
UFC Fight Night: Lewis vs. Abdurakhimov,Randy Brown vs. Brian Camozzi,Round 2,Randy Brown,1.0,20 of 34,58%,26 of 40,0 of 0,,0.0,0.0,0:12,18 of 31,0 of 1,2 of 2,6 of 17,10 of 10,4 of 7
UFC Fight Night: Lewis vs. Abdurakhimov,Randy Brown vs. Brian Camozzi,Round 1,Brian Camozzi,0.0,6 of 22,27%,8 of 24,0 of 0,,1.0,0.0,0:00,1 of 14,0 of 0,5 of 8,5 of 18,0 of 3,1 of 1
UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez vs. Trevor Smith,Round 1,Andrew Sanchez,0.0,28 of 76,36%,31 of 79,0 of 0,,0.0,0.0,0:16,19 of 66,7 of 8,2 of 2,17 of 62,11 of 14,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez vs. Trevor Smith,Round 2,Andrew Sanchez,0.0,25 of 78,32%,25 of 78,0 of 0,,0.0,0.0,0:00,18 of 70,5 of 6,2 of 2,20 of 71,5 of 7,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez vs. Trevor Smith,Round 3,Andrew Sanchez,0.0,21 of 50,42%,23 of 52,0 of 0,,0.0,0.0,0:11,17 of 42,3 of 6,1 of 2,18 of 47,3 of 3,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez vs. Trevor Smith,Round 1,Trevor Smith,0.0,12 of 40,30%,15 of 44,0 of 0,,0.0,0.0,0:14,6 of 34,1 of 1,5 of 5,10 of 38,2 of 2,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez vs. Trevor Smith,Round 2,Trevor Smith,0.0,28 of 54,51%,28 of 54,0 of 0,,0.0,0.0,0:00,4 of 28,15 of 16,9 of 10,15 of 38,13 of 16,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Tiago dos Santos e Silva vs. Shane Burgos,Round 1,Shane Burgos,0.0,7 of 31,22%,14 of 49,0 of 0,,0.0,0.0,0:00,5 of 28,1 of 2,1 of 1,5 of 27,2 of 4,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Tiago dos Santos e Silva vs. Shane Burgos,Round 2,Shane Burgos,1.0,34 of 73,46%,39 of 79,0 of 0,,0.0,0.0,0:48,28 of 67,5 of 5,1 of 1,15 of 48,8 of 8,11 of 17
UFC Fight Night: Lewis vs. Abdurakhimov,Frankie Perez vs. Marc Diakiese,Round 1,Frankie Perez,0.0,8 of 19,42%,8 of 20,0 of 0,,0.0,0.0,0:00,2 of 12,2 of 3,4 of 4,6 of 15,0 of 0,2 of 4
UFC Fight Night: Lewis vs. Abdurakhimov,Frankie Perez vs. Marc Diakiese,Round 3,Frankie Perez,0.0,2 of 6,33%,4 of 8,0 of 0,,0.0,0.0,0:24,0 of 3,0 of 0,2 of 3,2 of 5,0 of 1,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Keith Berish vs. Ryan Janes,Round 1,Ryan Janes,0.0,35 of 94,37%,35 of 94,0 of 0,,0.0,0.0,0:00,23 of 78,7 of 11,5 of 5,32 of 89,3 of 5,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Keith Berish vs. Ryan Janes,Round 2,Ryan Janes,0.0,27 of 78,34%,27 of 78,0 of 0,,0.0,0.0,0:00,17 of 65,4 of 6,6 of 7,27 of 77,0 of 1,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Keith Berish vs. Ryan Janes,Round 3,Ryan Janes,0.0,20 of 42,47%,37 of 65,0 of 0,,0.0,1.0,2:58,15 of 37,4 of 4,1 of 1,16 of 36,2 of 2,2 of 4
UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima vs. JJ Aldrich,Round 1,JJ Aldrich,0.0,7 of 16,43%,27 of 36,0 of 0,,0.0,0.0,0:02,2 of 10,5 of 6,0 of 0,2 of 9,5 of 7,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima vs. JJ Aldrich,Round 2,JJ Aldrich,0.0,15 of 31,48%,49 of 65,0 of 0,,0.0,0.0,0:30,8 of 22,7 of 9,0 of 0,2 of 15,9 of 11,4 of 5
UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima vs. JJ Aldrich,Round 3,JJ Aldrich,0.0,9 of 34,26%,35 of 60,0 of 0,,0.0,0.0,0:14,3 of 27,6 of 7,0 of 0,4 of 27,5 of 7,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Demetrious Johnson vs. Tim Elliott,Round 4,Tim Elliott,0.0,2 of 7,28%,22 of 28,0 of 0,,0.0,0.0,0:00,1 of 4,1 of 3,0 of 0,2 of 7,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez vs. Henry Cejudo,Round 1,Joseph Benavidez,0.0,22 of 69,31%,22 of 69,0 of 0,,0.0,0.0,0:01,8 of 47,6 of 11,8 of 11,21 of 65,1 of 4,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez vs. Henry Cejudo,Round 2,Joseph Benavidez,0.0,22 of 76,28%,22 of 76,0 of 0,,0.0,0.0,0:00,13 of 54,6 of 12,3 of 10,22 of 76,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez vs. Henry Cejudo,Round 3,Joseph Benavidez,0.0,25 of 87,28%,25 of 87,0 of 0,,0.0,0.0,0:00,18 of 71,7 of 12,0 of 4,25 of 87,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez vs. Henry Cejudo,Round 2,Henry Cejudo,0.0,21 of 64,32%,21 of 64,0 of 0,,0.0,0.0,0:00,10 of 51,7 of 8,4 of 5,19 of 62,2 of 2,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Jake Ellenberger vs. Jorge Masvidal,Round 1,Jorge Masvidal,0.0,44 of 63,69%,50 of 70,0 of 0,,0.0,0.0,0:38,26 of 40,9 of 12,9 of 11,26 of 39,12 of 17,6 of 7
The Ultimate Fighter: Tournament of Champions Finale,Ion Cutelaba vs. Jared Cannonier,Round 1,Jared Cannonier,0.0,11 of 17,64%,16 of 22,0 of 0,,0.0,0.0,0:35,7 of 13,2 of 2,2 of 2,9 of 15,2 of 2,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Ion Cutelaba vs. Jared Cannonier,Round 3,Jared Cannonier,0.0,27 of 52,51%,31 of 57,0 of 0,,0.0,0.0,0:42,23 of 48,2 of 2,2 of 2,20 of 43,7 of 9,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Sara McMann vs. Alexis Davis,Round 1,Alexis Davis,0.0,17 of 21,80%,51 of 58,0 of 0,,1.0,0.0,3:49,14 of 18,1 of 1,2 of 2,7 of 11,0 of 0,10 of 10
The Ultimate Fighter: Tournament of Champions Finale,Sara McMann vs. Alexis Davis,Round 2,Alexis Davis,0.0,4 of 8,50%,4 of 8,0 of 0,,0.0,0.0,2:21,3 of 7,0 of 0,1 of 1,4 of 8,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Brandon Moreno vs. Ryan Benoit,Round 1,Ryan Benoit,0.0,7 of 32,21%,7 of 32,0 of 0,,0.0,0.0,0:00,6 of 26,1 of 4,0 of 2,7 of 32,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Brandon Moreno vs. Ryan Benoit,Round 3,Ryan Benoit,0.0,10 of 41,24%,10 of 41,0 of 0,,0.0,0.0,0:00,9 of 36,1 of 5,0 of 0,9 of 35,1 of 5,0 of 1
The Ultimate Fighter: Tournament of Champions Finale,Gray Maynard vs. Ryan Hall,Round 1,Gray Maynard,0.0,5 of 16,31%,5 of 16,0 of 0,,0.0,0.0,0:58,2 of 12,1 of 1,2 of 3,5 of 16,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Gray Maynard vs. Ryan Hall,Round 2,Gray Maynard,0.0,3 of 13,23%,3 of 13,0 of 0,,0.0,0.0,0:31,2 of 10,1 of 3,0 of 0,2 of 12,0 of 0,1 of 1
The Ultimate Fighter: Tournament of Champions Finale,Gray Maynard vs. Ryan Hall,Round 3,Gray Maynard,0.0,4 of 13,30%,9 of 21,0 of 0,,0.0,0.0,1:29,0 of 5,3 of 4,1 of 4,2 of 8,0 of 0,2 of 5
The Ultimate Fighter: Tournament of Champions Finale,Gray Maynard vs. Ryan Hall,Round 3,Ryan Hall,0.0,17 of 33,51%,22 of 38,0 of 0,,0.0,0.0,0:00,8 of 13,4 of 14,5 of 6,15 of 30,1 of 2,1 of 1
The Ultimate Fighter: Tournament of Champions Finale,Rob Font vs. Matt Schnell,Round 1,Matt Schnell,0.0,14 of 33,42%,25 of 44,0 of 0,,0.0,0.0,0:00,9 of 28,1 of 1,4 of 4,14 of 33,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Dong Hyun Ma vs. Brendan O'Reilly,Round 2,Brendan O'Reilly,0.0,5 of 7,71%,21 of 23,0 of 0,,1.0,1.0,1:22,4 of 6,0 of 0,1 of 1,1 of 2,4 of 5,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Kailin Curran vs. Jamie Moyle,Round 1,Kailin Curran,0.0,12 of 38,31%,28 of 54,0 of 0,,1.0,0.0,2:59,7 of 30,3 of 6,2 of 2,6 of 27,6 of 11,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Kailin Curran vs. Jamie Moyle,Round 2,Kailin Curran,0.0,16 of 40,40%,24 of 48,0 of 0,,0.0,0.0,2:11,10 of 32,5 of 7,1 of 1,13 of 36,3 of 4,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Kailin Curran vs. Jamie Moyle,Round 3,Kailin Curran,0.0,19 of 56,33%,37 of 76,0 of 0,,0.0,0.0,2:09,13 of 50,5 of 5,1 of 1,12 of 48,4 of 4,3 of 4
The Ultimate Fighter: Tournament of Champions Finale,Elvis Mutapcic vs. Anthony Smith,Round 1,Elvis Mutapcic,0.0,16 of 30,53%,26 of 42,0 of 0,,0.0,0.0,4:18,14 of 27,0 of 1,2 of 2,2 of 5,0 of 0,14 of 25
The Ultimate Fighter: Tournament of Champions Finale,Elvis Mutapcic vs. Anthony Smith,Round 2,Elvis Mutapcic,0.0,13 of 51,25%,13 of 51,0 of 0,,0.0,0.0,0:00,8 of 41,1 of 4,4 of 6,12 of 50,1 of 1,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Elvis Mutapcic vs. Anthony Smith,Round 1,Anthony Smith,0.0,6 of 9,66%,10 of 13,0 of 0,,1.0,0.0,0:00,3 of 4,0 of 1,3 of 4,6 of 9,0 of 0,0 of 0
The Ultimate Fighter: Tournament of Champions Finale,Elvis Mutapcic vs. Anthony Smith,Round 2,Anthony Smith,1.0,42 of 81,51%,42 of 81,0 of 0,,0.0,0.0,0:03,38 of 74,4 of 7,0 of 0,36 of 72,5 of 6,1 of 3
The Ultimate Fighter: Tournament of Champions Finale,Josh Stansbury vs. Devin Clark,Round 1,Josh Stansbury,0.0,9 of 17,52%,22 of 30,0 of 0,,2.0,0.0,0:17,3 of 11,5 of 5,1 of 1,5 of 12,4 of 4,0 of 1
The Ultimate Fighter: Tournament of Champions Finale,Josh Stansbury vs. Devin Clark,Round 2,Josh Stansbury,0.0,12 of 23,52%,32 of 44,0 of 0,,0.0,0.0,2:20,6 of 17,4 of 4,2 of 2,5 of 15,7 of 8,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Robert Whittaker vs. Derek Brunson,Round 1,Robert Whittaker,1.0,33 of 58,56%,35 of 60,0 of 0,,0.0,0.0,0:07,30 of 55,2 of 2,1 of 1,20 of 39,7 of 10,6 of 9
UFC Fight Night: Whittaker vs. Brunson,Jake Matthews vs. Andrew Holbrook,Round 1,Jake Matthews,0.0,10 of 21,47%,10 of 21,0 of 0,,0.0,0.0,0:25,6 of 13,2 of 6,2 of 2,8 of 17,2 of 4,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Jake Matthews vs. Andrew Holbrook,Round 2,Andrew Holbrook,0.0,7 of 13,53%,12 of 18,0 of 0,,2.0,0.0,0:47,4 of 9,3 of 3,0 of 1,2 of 7,5 of 6,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Jake Matthews vs. Andrew Holbrook,Round 3,Andrew Holbrook,0.0,11 of 22,50%,32 of 44,0 of 0,,0.0,0.0,0:00,7 of 17,2 of 3,2 of 2,6 of 14,2 of 5,3 of 3
UFC Fight Night: Whittaker vs. Brunson,Kyle Noke vs. Omari Akhmedov,Round 1,Kyle Noke,0.0,2 of 8,25%,9 of 15,0 of 0,,0.0,0.0,0:00,1 of 6,1 of 1,0 of 1,2 of 8,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Kyle Noke vs. Omari Akhmedov,Round 2,Kyle Noke,0.0,9 of 18,50%,23 of 34,0 of 0,,0.0,0.0,0:00,2 of 9,1 of 1,6 of 8,9 of 18,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Kyle Noke vs. Omari Akhmedov,Round 3,Kyle Noke,0.0,5 of 25,20%,12 of 32,0 of 0,,0.0,0.0,0:00,1 of 15,0 of 2,4 of 8,5 of 24,0 of 1,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Yusuke Kasuya vs. Alexander Volkanovski,Round 2,Yusuke Kasuya,0.0,1 of 4,25%,1 of 4,0 of 0,,0.0,0.0,0:00,1 of 4,0 of 0,0 of 0,1 of 4,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Khalil Rountree Jr. vs. Tyson Pedro,Round 1,Khalil Rountree Jr.,1.0,3 of 7,42%,10 of 14,0 of 0,,0.0,0.0,0:00,3 of 7,0 of 0,0 of 0,3 of 6,0 of 0,0 of 1
UFC Fight Night: Whittaker vs. Brunson,Seo Hee Ham vs. Danielle Taylor,Round 1,Seo Hee Ham,0.0,11 of 29,37%,11 of 29,0 of 0,,0.0,0.0,0:00,9 of 26,2 of 3,0 of 0,11 of 29,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Seo Hee Ham vs. Danielle Taylor,Round 2,Seo Hee Ham,0.0,9 of 33,27%,10 of 34,0 of 0,,0.0,0.0,0:07,8 of 32,1 of 1,0 of 0,9 of 33,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Seo Hee Ham vs. Danielle Taylor,Round 1,Danielle Taylor,0.0,9 of 48,18%,9 of 48,0 of 0,,0.0,0.0,0:00,5 of 43,3 of 3,1 of 2,9 of 48,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Daniel Kelly vs. Chris Camozzi,Round 1,Chris Camozzi,0.0,33 of 61,54%,34 of 62,0 of 0,,0.0,0.0,0:00,25 of 53,4 of 4,4 of 4,31 of 59,2 of 2,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Daniel Kelly vs. Chris Camozzi,Round 2,Chris Camozzi,0.0,2 of 11,18%,9 of 20,0 of 0,,0.0,0.0,0:00,2 of 11,0 of 0,0 of 0,2 of 11,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Daniel Kelly vs. Chris Camozzi,Round 3,Chris Camozzi,0.0,21 of 43,48%,23 of 45,0 of 0,,0.0,0.0,0:00,21 of 43,0 of 0,0 of 0,21 of 42,0 of 1,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Damien Brown vs. Jon Tuck,Round 1,Damien Brown,0.0,2 of 18,11%,8 of 24,0 of 0,,1.0,0.0,0:00,2 of 17,0 of 1,0 of 0,2 of 16,0 of 2,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Damien Brown vs. Jon Tuck,Round 2,Damien Brown,0.0,15 of 49,30%,15 of 49,0 of 0,,0.0,0.0,0:00,10 of 37,0 of 5,5 of 7,15 of 49,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Damien Brown vs. Jon Tuck,Round 2,Jon Tuck,0.0,13 of 28,46%,13 of 28,0 of 0,,0.0,0.0,0:00,5 of 19,2 of 3,6 of 6,13 of 28,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Damien Brown vs. Jon Tuck,Round 3,Jon Tuck,0.0,15 of 38,39%,16 of 39,0 of 0,,0.0,0.0,0:07,9 of 29,4 of 6,2 of 3,13 of 34,2 of 2,0 of 2
UFC Fight Night: Whittaker vs. Brunson,Richard Walsh vs. Jonathan Meunier,Round 1,Richard Walsh,0.0,7 of 32,21%,7 of 32,0 of 0,,0.0,0.0,0:00,1 of 21,1 of 2,5 of 9,7 of 30,0 of 2,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Ben Nguyen vs. Geane Herrera,Round 2,Ben Nguyen,0.0,36 of 85,42%,39 of 88,0 of 0,,0.0,0.0,0:00,28 of 72,5 of 9,3 of 4,33 of 81,3 of 4,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Ben Nguyen vs. Geane Herrera,Round 3,Ben Nguyen,0.0,30 of 91,32%,30 of 91,0 of 0,,0.0,0.0,0:00,22 of 78,5 of 9,3 of 4,30 of 91,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Dan Hooker vs. Jason Knight,Round 1,Dan Hooker,0.0,17 of 28,60%,24 of 35,0 of 0,,0.0,1.0,0:34,15 of 22,0 of 0,2 of 6,17 of 28,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Dan Hooker vs. Jason Knight,Round 2,Dan Hooker,0.0,6 of 17,35%,8 of 19,0 of 0,,0.0,0.0,0:00,4 of 12,1 of 2,1 of 3,6 of 17,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Dan Hooker vs. Jason Knight,Round 3,Dan Hooker,0.0,24 of 55,43%,26 of 57,0 of 0,,0.0,0.0,0:09,24 of 52,0 of 3,0 of 0,24 of 53,0 of 1,0 of 1
UFC Fight Night: Whittaker vs. Brunson,Marlon Vera vs. Guangyou Ning,Round 3,Marlon Vera,1.0,27 of 48,56%,29 of 50,0 of 0,,0.0,0.0,0:50,18 of 31,5 of 11,4 of 6,15 of 32,1 of 2,11 of 14
UFC Fight Night: Whittaker vs. Brunson,Marlon Vera vs. Guangyou Ning,Round 1,Guangyou Ning,0.0,5 of 16,31%,7 of 21,0 of 0,,0.0,0.0,0:00,0 of 8,2 of 2,3 of 6,5 of 16,0 of 0,0 of 0
UFC Fight Night: Whittaker vs. Brunson,Marlon Vera vs. Guangyou Ning,Round 2,Guangyou Ning,0.0,27 of 47,57%,43 of 70,0 of 0,,0.0,0.0,2:22,14 of 29,1 of 2,12 of 16,12 of 25,0 of 0,15 of 22
UFC Fight Night: Whittaker vs. Brunson,Yao Zhikui vs. Jenel Lausa,Round 2,Jenel Lausa,1.0,14 of 28,50%,28 of 45,0 of 0,,1.0,0.0,0:43,13 of 26,1 of 2,0 of 0,11 of 22,0 of 0,3 of 6
UFC Fight Night: Whittaker vs. Brunson,Yao Zhikui vs. Jenel Lausa,Round 3,Jenel Lausa,0.0,22 of 40,55%,22 of 40,0 of 0,,0.0,0.0,0:00,22 of 40,0 of 0,0 of 0,22 of 40,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Ryan Bader vs. Rogerio Nogueira,Round 1,Rogerio Nogueira,0.0,2 of 9,22%,2 of 9,0 of 0,,0.0,0.0,0:00,2 of 9,0 of 0,0 of 0,2 of 9,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Ryan Bader vs. Rogerio Nogueira,Round 2,Rogerio Nogueira,0.0,1 of 1,100%,4 of 5,0 of 0,,0.0,0.0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Ryan Bader vs. Rogerio Nogueira,Round 3,Rogerio Nogueira,0.0,0 of 2,0%,6 of 9,0 of 0,,0.0,0.0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Thomas Almeida vs. Albert Morales,Round 1,Thomas Almeida,0.0,25 of 54,46%,26 of 55,0 of 0,,0.0,0.0,0:06,16 of 43,4 of 5,5 of 6,25 of 54,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Thomas Almeida vs. Albert Morales,Round 2,Thomas Almeida,1.0,16 of 25,64%,16 of 25,0 of 0,,0.0,0.0,0:00,14 of 21,1 of 2,1 of 2,16 of 25,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Thomas Almeida vs. Albert Morales,Round 2,Albert Morales,0.0,2 of 14,14%,2 of 14,0 of 0,,0.0,0.0,0:00,1 of 13,0 of 0,1 of 1,2 of 14,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Claudia Gadelha vs. Cortney Casey,Round 2,Cortney Casey,0.0,8 of 19,42%,16 of 28,0 of 0,,0.0,0.0,0:00,3 of 12,4 of 5,1 of 2,5 of 15,3 of 4,0 of 0
UFC Fight Night: Bader vs. Nogueira,Claudia Gadelha vs. Cortney Casey,Round 3,Cortney Casey,0.0,5 of 27,18%,13 of 35,0 of 0,,0.0,0.0,0:00,2 of 20,0 of 2,3 of 5,5 of 23,0 of 4,0 of 0
UFC Fight Night: Bader vs. Nogueira,Thales Leites vs. Krzysztof Jotko,Round 1,Krzysztof Jotko,0.0,6 of 20,30%,21 of 36,0 of 0,,0.0,1.0,1:39,5 of 14,1 of 6,0 of 0,2 of 14,3 of 5,1 of 1
UFC Fight Night: Bader vs. Nogueira,Warlley Alves vs. Kamaru Usman,Round 1,Warlley Alves,0.0,14 of 38,36%,14 of 38,0 of 0,,0.0,0.0,0:00,8 of 30,3 of 4,3 of 4,13 of 37,1 of 1,0 of 0
UFC Fight Night: Bader vs. Nogueira,Warlley Alves vs. Kamaru Usman,Round 2,Warlley Alves,0.0,10 of 25,40%,11 of 26,0 of 0,,0.0,0.0,0:00,3 of 17,6 of 7,1 of 1,9 of 24,1 of 1,0 of 0
UFC Fight Night: Bader vs. Nogueira,Warlley Alves vs. Kamaru Usman,Round 3,Warlley Alves,0.0,1 of 10,10%,1 of 10,0 of 0,,1.0,0.0,0:00,0 of 8,0 of 1,1 of 1,1 of 9,0 of 1,0 of 0
UFC Fight Night: Bader vs. Nogueira,Warlley Alves vs. Kamaru Usman,Round 1,Kamaru Usman,0.0,20 of 51,39%,20 of 51,0 of 0,,0.0,0.0,0:00,15 of 42,4 of 8,1 of 1,20 of 50,0 of 1,0 of 0
UFC Fight Night: Bader vs. Nogueira,Sergio Moraes vs. Zak Ottow,Round 1,Zak Ottow,0.0,4 of 12,33%,10 of 18,0 of 0,,0.0,0.0,0:00,3 of 11,0 of 0,1 of 1,4 of 12,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Sergio Moraes vs. Zak Ottow,Round 2,Zak Ottow,0.0,16 of 62,25%,16 of 62,0 of 0,,0.0,0.0,0:00,15 of 55,1 of 7,0 of 0,16 of 62,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Cezar Ferreira vs. Jack Hermansson,Round 1,Cezar Ferreira,0.0,8 of 26,30%,8 of 26,0 of 0,,0.0,0.0,0:00,3 of 18,3 of 4,2 of 4,8 of 26,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Cezar Ferreira vs. Jack Hermansson,Round 1,Jack Hermansson,0.0,9 of 35,25%,9 of 35,0 of 0,,0.0,0.0,0:02,3 of 16,1 of 6,5 of 13,9 of 34,0 of 1,0 of 0
UFC Fight Night: Bader vs. Nogueira,Cezar Ferreira vs. Jack Hermansson,Round 2,Jack Hermansson,0.0,5 of 14,35%,5 of 14,0 of 0,,0.0,0.0,0:00,0 of 5,2 of 3,3 of 6,5 of 14,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Marcos Rogerio de Lima vs. Gadzhimurad Antigulov,Round 1,Marcos Rogerio de Lima,0.0,2 of 6,33%,11 of 15,0 of 0,,0.0,1.0,0:21,2 of 6,0 of 0,0 of 0,0 of 4,2 of 2,0 of 0
UFC Fight Night: Bader vs. Nogueira,Johnny Eduardo vs. Manvel Gamburyan,Round 1,Johnny Eduardo,0.0,12 of 33,36%,14 of 35,0 of 0,,0.0,0.0,0:25,3 of 20,0 of 1,9 of 12,12 of 33,0 of 0,0 of 0
UFC Fight Night: Bader vs. Nogueira,Johnny Eduardo vs. Manvel Gamburyan,Round 2,Johnny Eduardo,1.0,14 of 21,66%,14 of 21,0 of 0,,0.0,0.0,0:06,11 of 18,0 of 0,3 of 3,4 of 9,0 of 0,10 of 12
UFC Fight Night: Bader vs. Nogueira,Luis Henrique vs. Christian Colombo,Round 1,Christian Colombo,0.0,1 of 6,16%,7 of 12,0 of 0,,0.0,0.0,0:00,0 of 5,1 of 1,0 of 0,0 of 5,1 of 1,0 of 0
