FIRST,LAST,NICKNAME,URL
Kwan,Ho Kwak,,http://ufcstats.com/fighter-details/c13042265355a290
Chris,Hofmann,,http://ufcstats.com/fighter-details/33fb306278dbb3e5
Andrew,Holbrook,,http://ufcstats.com/fighter-details/66ab58d0b3783607
Sean,Holden,,http://ufcstats.com/fighter-details/acbb9c76f5894e36
Chris,Holdsworth,,http://ufcstats.com/fighter-details/fc60ecf0671b9489
Kurt,Holobaugh,,http://ufcstats.com/fighter-details/a7151778b3381036
Sabah,Homasi,,http://ufcstats.com/fighter-details/71f048adbfed5b49
Satoshi,Honma,,http://ufcstats.com/fighter-details/d2b1c1317a39f6c6
David,Hood,,http://ufcstats.com/fighter-details/5af480a3b2e1726b
Moti,Horenstein,,http://ufcstats.com/fighter-details/baf942f4bcb09894
Yoshinori,Horie,,http://ufcstats.com/fighter-details/3fa7688bfe48a493
Kyoji,Horiguchi,,http://ufcstats.com/fighter-details/98aa60cf58071fd6
Jamey-Lyn,Horth,,http://ufcstats.com/fighter-details/5c637af9472ae7cc
John,Hosman,,http://ufcstats.com/fighter-details/57591bbf1623574e
Saeed,Hosseini,,http://ufcstats.com/fighter-details/21f2974fd08085e3
Trey,Houston,,http://ufcstats.com/fighter-details/c6668eeb261588d3
Jamie,Houston,,http://ufcstats.com/fighter-details/4b1896310a907656
Harold,Howard,,http://ufcstats.com/fighter-details/a2b06ca02bca14c0
Shane,Howell,,http://ufcstats.com/fighter-details/a7de976620f2ed13
Yuele,Huang,,http://ufcstats.com/fighter-details/1c8b9f4d89b92e1b
Matt,Hughes,,http://ufcstats.com/fighter-details/621a6c59f88a44fe
Mark,Hughes,,http://ufcstats.com/fighter-details/d62bb4d84a7267ba
Dominik,Humburger,,http://ufcstats.com/fighter-details/e4cbc82c36e47299
Bryan,Humes,,http://ufcstats.com/fighter-details/b9c75e7fc910f587
Abongo,Humphrey,,http://ufcstats.com/fighter-details/cb1b4d237b0079e6
Alex,Hunter,,http://ufcstats.com/fighter-details/baa5358456803df8
Joe,Hurley,,http://ufcstats.com/fighter-details/21b54430c8eeb9cc
Young,Hwang,,http://ufcstats.com/fighter-details/8588d14c4952b9fa
Khadis,Ibragimov,,http://ufcstats.com/fighter-details/c3218c810959d279
Minoki,Ichihara,,http://ufcstats.com/fighter-details/4565d435005319c0
Valeri,Ignatov,,http://ufcstats.com/fighter-details/7b6ce3a9460565b5
Sergey,Ignatov,,http://ufcstats.com/fighter-details/df9e9c1f65805d29
Fabiano,Iha,,http://ufcstats.com/fighter-details/263ebd4a669e1e98
Seichi,Ikemoto,,http://ufcstats.com/fighter-details/81f38d1640c4e70d
Mikhail,Iloukhine,,http://ufcstats.com/fighter-details/b71667c778b6d9e5
Zelim,Imadaev,,http://ufcstats.com/fighter-details/7f0f171414d0a287
Yusuke,Imamura,,http://ufcstats.com/fighter-details/2ce6541127b0e232
Masakazu,Imanari,,http://ufcstats.com/fighter-details/a4dd5c9a75763295
Michael,Imperato,,http://ufcstats.com/fighter-details/59e52d56bab2b1ee
Chris,Indich,,http://ufcstats.com/fighter-details/d5b7fac960e58920
Chris,Inman,,http://ufcstats.com/fighter-details/f0a381ba65d2a933
Guto,Inocente,,http://ufcstats.com/fighter-details/e7fe5315b1efeb92
Egan,Inoue,,http://ufcstats.com/fighter-details/37a6c95201592fea
Katsuya,Inoue,,http://ufcstats.com/fighter-details/b5882371e2a3900d
Naoki,Inoue,,http://ufcstats.com/fighter-details/199eb7cf6ae90294
Jorge,Interiano,,http://ufcstats.com/fighter-details/1e75e6c9de99fa76
Eric,Irvin,,http://ufcstats.com/fighter-details/a47c2a6e24757932
Satoshi,Ishii,,http://ufcstats.com/fighter-details/c8a49ff2acb6f3c5
Yuki,Ishikawa,,http://ufcstats.com/fighter-details/119ebea97e914dcf
Eiji,Ishikawa,,http://ufcstats.com/fighter-details/eb89dc31949a1427
Wallid,Ismail,,http://ufcstats.com/fighter-details/da6dfd09cca1d705
Tomomi,Iwama,,http://ufcstats.com/fighter-details/ac5f67109accb482
Tatsuya,Iwasaki,,http://ufcstats.com/fighter-details/243b07fc65ccbb16
Taiga,Iwasaki,,http://ufcstats.com/fighter-details/5b08af4fbc987f9c
Saygid,Izagakhmaev,,http://ufcstats.com/fighter-details/de26d906f2874dd4
Hiroshi,Izumi,,http://ufcstats.com/fighter-details/53e4e21f4c688801
Kevin,Jackson,,http://ufcstats.com/fighter-details/13b2f59210dda9cc
Kenyon,Jackson,,http://ufcstats.com/fighter-details/56c5132870a526d5
Eric,Jacob,,http://ufcstats.com/fighter-details/ba17afef01ed78b6
Richard,Jacobi,,http://ufcstats.com/fighter-details/46f557bd44da630e
Justin,James,,http://ufcstats.com/fighter-details/1ea8df62b3f8fea6
Nate,James,,http://ufcstats.com/fighter-details/a34fecf2f4e5a317
Ryan,Janes,,http://ufcstats.com/fighter-details/b59037262c8fe060
Josh,Janousek,,http://ufcstats.com/fighter-details/8f7380fb0916dc77
Dave,Jansen,,http://ufcstats.com/fighter-details/335ad945324c3a2e
Josh,Jarvis,,http://ufcstats.com/fighter-details/32e8e0e8498f03c2
Rony,Jason,,http://ufcstats.com/fighter-details/b71ce838b01f2cad
Jasmine,Jasudavicius,,http://ufcstats.com/fighter-details/a9e260472d321361
Louis,Jauregui,,http://ufcstats.com/fighter-details/0e8744ded08ee5fb
Yazmin,Jauregui,,http://ufcstats.com/fighter-details/40cb680ae1cd331f
Joanna,Jedrzejczyk,,http://ufcstats.com/fighter-details/3d6749c4267da18f
Aaron,Jeffery,,http://ufcstats.com/fighter-details/ccdcb20370be62a3
Trent,Jenkins,,http://ufcstats.com/fighter-details/02fc8f50f56eb307
Steve,Jennum,,http://ufcstats.com/fighter-details/ad047e3073a775f3
Ryan,Jensen,,http://ufcstats.com/fighter-details/aae99701b21554e4
Kyle,Jensen,,http://ufcstats.com/fighter-details/aec273fcb765330d
Chan-Mi,Jeon,,http://ufcstats.com/fighter-details/24174a3f44ce8e03
Baergeng,Jieleyisi,,http://ufcstats.com/fighter-details/8677e67a75d65b8e
Gilbert,Jimenez,,http://ufcstats.com/fighter-details/59d36ddfcb27b7dc
Art,Jimmerson,,http://ufcstats.com/fighter-details/a5c53b3ddb31cc7d
Jinensibieke,Asikeerbai,,http://ufcstats.com/fighter-details/4eccb78d628b2238
,Jiniushiyue,Little King Kong,http://ufcstats.com/fighter-details/c14a683dac2ebc4c
Carls,John De Tomas,,http://ufcstats.com/fighter-details/2a4200ead401a9ce
Phil,Johns,,http://ufcstats.com/fighter-details/a8fa0c4e95512806
Devin,Johnson,,http://ufcstats.com/fighter-details/22f4b6cb6b1bd7fd
Travis,Johnson,,http://ufcstats.com/fighter-details/443835675e8fc6ca
Ricky,Johnson,,http://ufcstats.com/fighter-details/fa2fca260beeb9c0
Tony,Johnson,,http://ufcstats.com/fighter-details/3641a0d117e9bc6c
Deshaun,Johnson,,http://ufcstats.com/fighter-details/bf97ad31eae89429
Timothy,Johnson,,http://ufcstats.com/fighter-details/cc900af167fbedfd
Tony,Johnson,,http://ufcstats.com/fighter-details/a45bab49951a45cd
Jordan,Johnson,,http://ufcstats.com/fighter-details/99bcdf5eac39898f
Brian,Johnston,,http://ufcstats.com/fighter-details/1c3f5e85b59ec710
Paul,Jones,,http://ufcstats.com/fighter-details/f341f9551ba744e2
Nathan,Jones,,http://ufcstats.com/fighter-details/f54fb3b9c4228142
Carlton,Jones,,http://ufcstats.com/fighter-details/f117c3e8c1aa7b9e
Jesse,Jones,,http://ufcstats.com/fighter-details/bc0f994de0521926
Tito,Jones,,http://ufcstats.com/fighter-details/7b223a22a6c26868
Roy,Jones,,http://ufcstats.com/fighter-details/be8dfcf0442812b1
Victor,Jones,,http://ufcstats.com/fighter-details/04f0471f221db717
Roshaun,Jones,,http://ufcstats.com/fighter-details/8a9f54b9056b07f5
Craig,Jones,,http://ufcstats.com/fighter-details/e947b563eb744a21
Jocelyn,Jones-Lybarger,,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959
Joe,Jordan,,http://ufcstats.com/fighter-details/712c4db78b9373d1
Gareth,Joseph,,http://ufcstats.com/fighter-details/8ecb9f42da5ef5ac
Dwight,Joseph,,http://ufcstats.com/fighter-details/34ca93f1791a5c50
Krzysztof,Jotko,,http://ufcstats.com/fighter-details/4e06913c91da5200
Mike,Joy,,http://ufcstats.com/fighter-details/35080a7f406f9ab3
Dustin,Joynson,,http://ufcstats.com/fighter-details/791367e8c35cfb6a
Tony,Juarez,,http://ufcstats.com/fighter-details/97f3692d5444a80a
Jesse,Juarez,,http://ufcstats.com/fighter-details/cd039ff136d89ded
Steve,Judson,,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d
Bu-Kyung,Jung,,http://ufcstats.com/fighter-details/b35d1650c78c2948
Young Sam,Jung,,http://ufcstats.com/fighter-details/13104eaed3ae96c3
Scott,Junk,,http://ufcstats.com/fighter-details/ac70a4f1db1b8c40
Emily,Kagan,,http://ufcstats.com/fighter-details/c1ea9d56cd953586
Oron,Kahlon,,http://ufcstats.com/fighter-details/00a35c92b03992b0
,Kaiwen,The Underdog,http://ufcstats.com/fighter-details/0565706b1e7f7e7c
Saidyokub,Kakhramonov,,http://ufcstats.com/fighter-details/50a28b9f8314e008
Geza,Kalman,,http://ufcstats.com/fighter-details/304fcd812f12c589
Bryson,Kamaka,,http://ufcstats.com/fighter-details/9336e86cfd4ceaa1
Hiromitsu,Kanehara,,http://ufcstats.com/fighter-details/eda579d906cf0ca2
Masanori,Kanehara,,http://ufcstats.com/fighter-details/f3a078277b3b8ff4
Ken,Kaneko,,http://ufcstats.com/fighter-details/5345f86680378fc1
Denis,Kang,,http://ufcstats.com/fighter-details/3c241737a6069b9f
Jinnosuke,Kashimura,,http://ufcstats.com/fighter-details/4a9120fa47bafef0
Nadia,Kassem,,http://ufcstats.com/fighter-details/6e7506127408aa9e
Yusuke,Kasuya,,http://ufcstats.com/fighter-details/3058888c33149a53
Tetsuji,Kato,,http://ufcstats.com/fighter-details/542db012217ecb83
Hisaki,Kato,,http://ufcstats.com/fighter-details/ebf1c247b2cba375
Calvin,Kattar,,http://ufcstats.com/fighter-details/751de04455cfaac0
Sarah,Kaufman,,http://ufcstats.com/fighter-details/36df8e119aec6175
Lone'er,Kavanagh,,http://ufcstats.com/fighter-details/bb2c3c3a466224af
Yusuke,Kawaguchi,,http://ufcstats.com/fighter-details/fa2320781bfe4f49
Canaan,Kawaihae,,http://ufcstats.com/fighter-details/58d42b9e920b25fc
Ryo,Kawamura,,http://ufcstats.com/fighter-details/9e91d7fd2720e241
Doug,Kay,,http://ufcstats.com/fighter-details/547c5611bd366988
Toshiomi,Kazama,,http://ufcstats.com/fighter-details/148bb103cfbf123e
Julie,Kedzie,,http://ufcstats.com/fighter-details/981ab7a0576f76a0
Ryan,Keenan,,http://ufcstats.com/fighter-details/a72b20136239ba39
CJ,Keith,,http://ufcstats.com/fighter-details/c0eecd851dbf3146
Mayana,Kellem,,http://ufcstats.com/fighter-details/c788481ae19e798d
Paul,Kelly,,http://ufcstats.com/fighter-details/aac5ac38148f0528
John,Kelly,,http://ufcstats.com/fighter-details/ace83095105dd205
Daniel,Kelly,,http://ufcstats.com/fighter-details/bdcbb976816fd256
Tim,Kennedy,,http://ufcstats.com/fighter-details/3c660c90d48fc80d
Waylon,Kennell,,http://ufcstats.com/fighter-details/9b8a73b59be8d786
Casey,Kenney,,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
Aurelijus,Kerpe,,http://ufcstats.com/fighter-details/c1e4ae143cce7398
Will,Kerr,,http://ufcstats.com/fighter-details/ef61d9f5176b3200
Ron,Keslar,,http://ufcstats.com/fighter-details/b84f34b425dfd24b
Adam,Khaliev,,http://ufcstats.com/fighter-details/1aba18b5f15d4956
Sergei,Kharitonov,,http://ufcstats.com/fighter-details/0693b2eab79198ea
Akira,Kikuchi,,http://ufcstats.com/fighter-details/9c37681096c6f3a9
Katsunori,Kikuno,,http://ufcstats.com/fighter-details/44470bfd9483c7ad
Sanae,Kikuta,,http://ufcstats.com/fighter-details/e4bde462b043d3e1
Jin Oh,Kim,,http://ufcstats.com/fighter-details/8d04923f2db59b7f
Dae Won,Kim,,http://ufcstats.com/fighter-details/354808cf38d9d73c
Jong Wang,Kim,,http://ufcstats.com/fighter-details/380e8b023290d091
Jong Won,Kim,,http://ufcstats.com/fighter-details/9e0f28d1f639ad73
Min Soo,Kim,,http://ufcstats.com/fighter-details/831b937811804dad
KyuSung,Kim,,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1
So Yul,Kim,,http://ufcstats.com/fighter-details/864c07a7ff90caae
Jeremy,Kimball,,http://ufcstats.com/fighter-details/917a5cb9821df261
Taiei,Kin,,http://ufcstats.com/fighter-details/c7ac79839e86ce33
Mike,King,,http://ufcstats.com/fighter-details/564c2f5f9eb45d67
Yusaku,Kinoshita,,http://ufcstats.com/fighter-details/21b5c82c1b89dab1
Justine,Kish,,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Koji,Kitao,,http://ufcstats.com/fighter-details/2a6f8136da1e52c0
Satoru,Kitaoka,,http://ufcstats.com/fighter-details/e2ac5bb645f33088
Top Noi,Kiwram,,http://ufcstats.com/fighter-details/e065b4a42a6c2c79
Stefan,Klever,,http://ufcstats.com/fighter-details/bc3876891e155bb5
Felix,Klinkhammer,,http://ufcstats.com/fighter-details/8276f28f1ad087de
Drakkar,Klose,,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Kevin,Knabjian,,http://ufcstats.com/fighter-details/1fac46d466abd5b8
Isao,Kobayashi,,http://ufcstats.com/fighter-details/a02652d063ef5baa
Sokun,Koh,,http://ufcstats.com/fighter-details/6d8ef8706781c49e
Shingo,Kohara,,http://ufcstats.com/fighter-details/44c233770075cea1
Brad,Kohler,,http://ufcstats.com/fighter-details/13c4313ed0f744f3
Charlie,Kohler,,http://ufcstats.com/fighter-details/5717efc6f271cd52
Kaloyan,Kolev,,http://ufcstats.com/fighter-details/33de378ce1734638
John,Kolosci,,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
Yuki,Kondo,,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
Syuri,Kondo,,http://ufcstats.com/fighter-details/a851c35f58199231
Cheick,Kongo,,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
Andrei,Kopylov,,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
Roman,Kopylov,,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
Bruno,Korea,,http://ufcstats.com/fighter-details/6c011be66326ad97
Josh,Koscheck,,http://ufcstats.com/fighter-details/dd37fd509af89f15
Naoyuki,Kotani,,http://ufcstats.com/fighter-details/bc8f6b42767e28df
Ilya,Kotau,,http://ufcstats.com/fighter-details/a68d57ae177a5815
Iouri,Kotchkine,,http://ufcstats.com/fighter-details/c6becb722706c7d8
Marcus,Kowal,,http://ufcstats.com/fighter-details/ad0e42800a0d8977
Karolina,Kowalkiewicz,,http://ufcstats.com/fighter-details/d7c3816669784109
Steve,Kozola,,http://ufcstats.com/fighter-details/fc36e2352dccf2a4
Rene,Kronvold,,http://ufcstats.com/fighter-details/db05271715bb4874
Junya,Kudo,,http://ufcstats.com/fighter-details/487c170da059857d
John,Kuhner,,http://ufcstats.com/fighter-details/a272656ad662ac53
Michael,Kuiper,,http://ufcstats.com/fighter-details/b7f38813485745da
Anton,Kuivanen,,http://ufcstats.com/fighter-details/706f8e2b34e8e18b
Maiju,Kujala,,http://ufcstats.com/fighter-details/4e77d070239699e2
Aleksei,Kunchenko,,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
Rizvan,Kuniev,,http://ufcstats.com/fighter-details/739fd4fbb5d862f4
Keigo,Kunihara,,http://ufcstats.com/fighter-details/782a2a17d3e38fdf
Korey,Kuppe,,http://ufcstats.com/fighter-details/780a2897055e3ee3
Ramazan,Kuramagomedov,,http://ufcstats.com/fighter-details/b6a73e6f11a8835c
Tsuyoshi,Kurihara,,http://ufcstats.com/fighter-details/032b65d5fff611b2
Eldari,Kurtanidze,,http://ufcstats.com/fighter-details/4c78fc005a53831d
Kyle,Kurtz,,http://ufcstats.com/fighter-details/b490def93478ae29
Vadym,Kutsyi,,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5
Lina,Kvokov,,http://ufcstats.com/fighter-details/843dd76c50cae0f6
Jarrod,Kwitty,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97
Achmed,Labasanov,,http://ufcstats.com/fighter-details/b3fb8d2293e17a59
Josh,LaBerge,,http://ufcstats.com/fighter-details/5108b169b5fe1f86
Luan,Lacerda,,http://ufcstats.com/fighter-details/6fc506e1099afe20
Kemran,Lachinov,,http://ufcstats.com/fighter-details/eb84192d1a97f69e
Aspen,Ladd,,http://ufcstats.com/fighter-details/d4691518d012b9e7
Ryan,LaFlare,,http://ufcstats.com/fighter-details/4c7781da8c6cae93
Corinne,Laframboise,,http://ufcstats.com/fighter-details/fbe9f4efc2153be2
Todd,Lally,,http://ufcstats.com/fighter-details/7d06092326c52528
Austen,Lane,,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe
Aaron,Lanfranco,,http://ufcstats.com/fighter-details/d73e856f150744b2
Jeremy,Lang,,http://ufcstats.com/fighter-details/09422812370fbdfe
Lionel,Lanham,,http://ufcstats.com/fighter-details/b8980dd7e8fc5976
TJ,Laramie,,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Icho,Larenas,,http://ufcstats.com/fighter-details/49efbdc6c9f650c4
Jeremy,Larsen,,http://ufcstats.com/fighter-details/c3bd649a9194e50c
Brock,Larson,,http://ufcstats.com/fighter-details/5eedbf1e9601be35
Ryan,Larson,,http://ufcstats.com/fighter-details/7107e53ebd7435fb
Bobby,Lashley,,http://ufcstats.com/fighter-details/b0826525fa17231d
Sione,Latu,,http://ufcstats.com/fighter-details/5898357a45a73674
Jenel,Lausa,,http://ufcstats.com/fighter-details/ec664422b22d9787
Joe,Lauzon,,http://ufcstats.com/fighter-details/3bad7ef643840f67
Chatt,Lavender,,http://ufcstats.com/fighter-details/5449dcccd972ff83
Lance,Lawrence,,http://ufcstats.com/fighter-details/ce039df1994b18f0
Eric,Lawson,,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
Zviad,Lazishvili,,http://ufcstats.com/fighter-details/41498c2d1a87b154
Cung,Le,,http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Thanh,Le,,http://ufcstats.com/fighter-details/882b3f5a0774d575
Jerome,LeBanner,,http://ufcstats.com/fighter-details/2d0b10789feafddb
Stephen,Ledbetter,,http://ufcstats.com/fighter-details/56ec58954158966a
James,Lee,,http://ufcstats.com/fighter-details/863d06a7ef8bc98c
David,Lee,,http://ufcstats.com/fighter-details/8caca5857ce0e30b
Jackie,Lee,,http://ufcstats.com/fighter-details/4985113c0928aa62
Eun Soo,Lee,,http://ufcstats.com/fighter-details/39c568f8c579913e
Tae Hyun,Lee,,http://ufcstats.com/fighter-details/de99da2c0d18d34a
Tommy,Lee,,http://ufcstats.com/fighter-details/806975e1b4f47b27
Matt,Lee,,http://ufcstats.com/fighter-details/d9e3743bae8d703d
Imani,Lee,,http://ufcstats.com/fighter-details/0802be3516ef8f66
Vaughan,Lee,,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Rocky,Lee,,http://ufcstats.com/fighter-details/0d1c163b206e8c5f
ChangHo,Lee,,http://ufcstats.com/fighter-details/117a06469813e4ef
Claudia,Leite,,http://ufcstats.com/fighter-details/90550a08f0b02b6f
Thales,Leites,,http://ufcstats.com/fighter-details/cfb65863d5099327
Gabe,Lemley,,http://ufcstats.com/fighter-details/fd4578cac86d75ca
Amanda,Lemos,,http://ufcstats.com/fighter-details/3df5493bb279226f
Giacomo,Lemos,,http://ufcstats.com/fighter-details/f37822d5b3e47517
Christophe,Leninger,,http://ufcstats.com/fighter-details/7269329bd87eb479
Jean Francois,Lenogue,,http://ufcstats.com/fighter-details/e60201cfab7d656d
Alberta Cerra,Leon,,http://ufcstats.com/fighter-details/6e02c318762f52f1
Anthony,Leone,,http://ufcstats.com/fighter-details/86b9b51a81e9c339
Kimo,Leopoldo,,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Michael,Lerma,,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
Lukasz,Les,,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Brock,Lesnar,,http://ufcstats.com/fighter-details/513c6f1715e547a8
Frank,Lester,,http://ufcstats.com/fighter-details/edd8d5d8089a35f8
David,Levicki,,http://ufcstats.com/fighter-details/49590e0508b2c19f
Kyle,Levinton,,http://ufcstats.com/fighter-details/81ddc98fceb30086
John,Lewis,,http://ufcstats.com/fighter-details/4a01dc8376736ef5
Bevon,Lewis,,http://ufcstats.com/fighter-details/899923ff6ab13917
Brandon,Lewis,,http://ufcstats.com/fighter-details/6623cb1c27025634
Li,Yunfeng,,http://ufcstats.com/fighter-details/4c7afd56ef1947ac
Sam,Liera,,http://ufcstats.com/fighter-details/421ccfc6ddb17958
Zach,Light,,http://ufcstats.com/fighter-details/5d7c18191b8aa432
Scott,Lighty,,http://ufcstats.com/fighter-details/998c8890a8dde1eb
Chris,Liguori,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Donnie,Liles,,http://ufcstats.com/fighter-details/a1bf037613180253
Jae Suk,Lim,,http://ufcstats.com/fighter-details/bbb15f301e4a490a
Dhiego,Lima,,http://ufcstats.com/fighter-details/e9213f53ddeca978
Mabelly,Lima,,http://ufcstats.com/fighter-details/6135fd9665fbb74e
Miguel,Linares,,http://ufcstats.com/fighter-details/18c49685296c60e6
Lucio,Linhares,,http://ufcstats.com/fighter-details/a780d16cf7eed44d
Wesley,Little,,http://ufcstats.com/fighter-details/008c6e1a25751575
Brian,Lo-A-Njoe,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
Dylan,Lockard,,http://ufcstats.com/fighter-details/9caa254991a5a698
Hector,Lombard,,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
Rocky,Long,,http://ufcstats.com/fighter-details/10e04e5e81f391a0
Thomas,Longacre,,http://ufcstats.com/fighter-details/989be26791d0aad4
Loma,Lookboonmee,,http://ufcstats.com/fighter-details/4e30e4250cb08b61
Lucas,Lopes,,http://ufcstats.com/fighter-details/1f70dd67ad507990
Dileno,Lopes,,http://ufcstats.com/fighter-details/8270c00fae24c922
Diego,Lopes,,http://ufcstats.com/fighter-details/f166e93d04a8c274
Ivan,Lopez,,http://ufcstats.com/fighter-details/0db9d2486d564a3c
Steve,Lopez,,http://ufcstats.com/fighter-details/6085ceb59087514b
Jorge,Lopez,,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
Christopher,Lopez,,http://ufcstats.com/fighter-details/5148a665aa527865
Matthew,Lopez,,http://ufcstats.com/fighter-details/2fc7e9701642ca38
Gustavo,Lopez,,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
Brendan,Loughnane,,http://ufcstats.com/fighter-details/b788862dd1c11eac
Nate,Loughran,,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
Rashard,Lovelace,,http://ufcstats.com/fighter-details/e601d71cf8e5be22
Waylon,Lowe,,http://ufcstats.com/fighter-details/28f62d866c59c709
Brandon,Lowe,,http://ufcstats.com/fighter-details/78ac94d54aa7f378
Joe,Lowry,,http://ufcstats.com/fighter-details/86248c84834238e7
Lu,Zhengyong,,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
Robert,Lucarelli,,http://ufcstats.com/fighter-details/96087e90d900f0ef
Cleber,Luciano,,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
Iasmin,Lucindo,,http://ufcstats.com/fighter-details/abcf2cc6efc42031
Mike,Lullo,,http://ufcstats.com/fighter-details/e26882820f9e8df5
Alexandru,Lungu,,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
Thaddeus,Luster,,http://ufcstats.com/fighter-details/505934897b8b4824
Lv,Zhenhong,,http://ufcstats.com/fighter-details/5a4913108a3b9190
Stevie,Lynch,,http://ufcstats.com/fighter-details/710d93f1508f7104
Adam,Lynn,,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
Pawan,Maan,,http://ufcstats.com/fighter-details/450bacdacd706bcd
Clayton,MacFarlane,,http://ufcstats.com/fighter-details/39831e62d12e7ad1
Ilima,Macfarlane,,http://ufcstats.com/fighter-details/8cf90e41646491fd
War,Machine,,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
Ryan,Madigan,,http://ufcstats.com/fighter-details/a8d521d913df4e31
Jon,Madsen,,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
Yoshiro,Maeda,,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
Eric,Magana,,http://ufcstats.com/fighter-details/8db1b36dde268ef6
Brandon,Magana,,http://ufcstats.com/fighter-details/2015c944226ad2df
Raimond,Magomedaliev,,http://ufcstats.com/fighter-details/d16373b3568678d4
Ibragim,Magomedov,,http://ufcstats.com/fighter-details/e7e970d508529bf3
Abus,Magomedov,,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
Zabit,Magomedsharipov,,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
Lolohea,Mahe,,http://ufcstats.com/fighter-details/fb0b6593cec84356
Michelle,Maher,,http://ufcstats.com/fighter-details/118463dd8db16e7f
,Maheshate,,http://ufcstats.com/fighter-details/8c1ca54b5089d199
Klayton,Mai,,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f
Demian,Maia,,http://ufcstats.com/fighter-details/427b5953ac8e3a27
Jennifer,Maia,,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Islam,Makhachev,,http://ufcstats.com/fighter-details/275aca31f61ba28c
Aliev,Makhmud,,http://ufcstats.com/fighter-details/3d481aa374c954a1
Jeremy,Malaterre,,http://ufcstats.com/fighter-details/110404b505fb562c
Bea,Malecki,,http://ufcstats.com/fighter-details/b60c980f79b87ce8
Carl,Malenko,,http://ufcstats.com/fighter-details/a314687f372b2cec
Dan,Manasoiu,,http://ufcstats.com/fighter-details/eefc73b53d4a05d7
Michael,Mangan,,http://ufcstats.com/fighter-details/9297ce6eee046f7a
Gary,Mangat,,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45
Jon,Manley,,http://ufcstats.com/fighter-details/a0602dd050bebefc
Steve,Mann,,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2
Chris,Manuel,,http://ufcstats.com/fighter-details/a23e63184c65f5b8
Cristiano,Marcello,,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
Ronny,Markes,,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
Rory,Markham,,http://ufcstats.com/fighter-details/23a16ebe733e3041
Christina,Marks,,http://ufcstats.com/fighter-details/c7be22a47a58365a
Danilo,Marques,,http://ufcstats.com/fighter-details/687c15b2eddfaa63
Cesar,Marscucci,,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
John,Marsh,,http://ufcstats.com/fighter-details/b6b12014698cc345
CJ,Marsh,,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
David,Marshall,,http://ufcstats.com/fighter-details/0a2813f89a758ff7
Terry,Martin,,http://ufcstats.com/fighter-details/6a92caba39b64752
Eric,Martin,,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3
Justin,Martin,,http://ufcstats.com/fighter-details/3da19339ee7051d5
Dave,Martin,,http://ufcstats.com/fighter-details/92c96df8bdab5fea
Joe,Martin,,http://ufcstats.com/fighter-details/325550dab63fb25a
Anthony Rocco,Martin,,http://ufcstats.com/fighter-details/5331b25a60417ffb
Mallory,Martin,,http://ufcstats.com/fighter-details/19b7738321cfae42
