FIRST,LAST,NICKNAME,URL
Santo,Curatolo,,http://ufcstats.com/fighter-details/b8b765e320a8db39
Larry,Cureton,,http://ufcstats.com/fighter-details/46f11d15c0134fe3
Kailin,Curran,,http://ufcstats.com/fighter-details/05b43e0ead3df345
Dave,Dalgliesh,,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
Richard,Dalton,,http://ufcstats.com/fighter-details/6cd3dfc54f01287f
Marko,Damiani,,http://ufcstats.com/fighter-details/6e9b5c74c0860deb
Rodrigo,Damm,,http://ufcstats.com/fighter-details/a20d7dfaba74c067
Raymond,Daniels,,http://ufcstats.com/fighter-details/fccb0fee256b7b4d
Marques,Daniels,,http://ufcstats.com/fighter-details/55a80a9365bc107d
Anvarbek,Daniyalbekov,,http://ufcstats.com/fighter-details/859e0dafd04fe1ca
Mac,Danzig,,http://ufcstats.com/fighter-details/86f582852a5b240a
Karen,Darabedyan,,http://ufcstats.com/fighter-details/d2fa318f34d0aadc
Beneil,Dariush,,http://ufcstats.com/fighter-details/08af939f41b5a57b
Sean,Daugherty,,http://ufcstats.com/fighter-details/a683f9ddb70aa4bd
Kyle,Daukaus,,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Chris,Daukaus,,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Brian,Davidson,,http://ufcstats.com/fighter-details/42775dc893603154
LC,Davis,,http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Lemont,Davis,,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Mike,Davis,,http://ufcstats.com/fighter-details/c8661e204c66f325
Alexis,Davis,,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Danny,Davis,,http://ufcstats.com/fighter-details/570d40f993171b19
Philip,De Fries,,http://ufcstats.com/fighter-details/6ef65b6a152e49d5
Chris,de la Rocha,,http://ufcstats.com/fighter-details/e51ee8ded927fc51
Montana,De La Rosa,,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Johil,de Oliveira,,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
Crezio,de Souza,,http://ufcstats.com/fighter-details/3746e21bb508391a
Tom,DeBlass,,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Issac,DeJesus,,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
Rafael ,Del Real,,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Shane,del Rosario,,http://ufcstats.com/fighter-details/85980f5da429c0a6
Wallen,Del Rosario,,http://ufcstats.com/fighter-details/a62f85f6a6c19a4c
Humberto,DeLeon,,http://ufcstats.com/fighter-details/bfaf4c87936b4fae
Israel,Delgado,,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
Jose,Delgado,,http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Jack,Della Maddalena,,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Roland,Delorme,,http://ufcstats.com/fighter-details/173acb3f920082b8
Jason,DeLucia,,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
Justin,DeMoney,,http://ufcstats.com/fighter-details/985bca5a097fb3f4
Chris,Dempsey,,http://ufcstats.com/fighter-details/dfae5da5676e4194
Mackenzie,Dern,,http://ufcstats.com/fighter-details/7447e9f28508106a
Booker,DeRousse,,http://ufcstats.com/fighter-details/f2c91b67f71bbeab
Tony,DeSouza,,http://ufcstats.com/fighter-details/6ad9058b7c7898b0
John,Devine,,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
Micol,Di Segni,,http://ufcstats.com/fighter-details/8126e4dff0cdf69e
Thomas,Diagne,,http://ufcstats.com/fighter-details/8567466ae167216b
Tyler,Diamond,,http://ufcstats.com/fighter-details/f5f6419c5f00abad
Blood,Diamond,,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Eldo Xavier,Dias,,http://ufcstats.com/fighter-details/ee5df903f80c6816
Rafael,Dias,,http://ufcstats.com/fighter-details/b5abaa65f87938eb
Nick,Diaz,,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Nate,Diaz,,http://ufcstats.com/fighter-details/8355922d564b152c
Michael,Diaz,,http://ufcstats.com/fighter-details/5e7a48e469770615
Ryan,Diaz,,http://ufcstats.com/fighter-details/ceee5dd37253199a
Adrian,Diaz,,http://ufcstats.com/fighter-details/bfa8f263815cfa2e
Ozzy,Diaz,,http://ufcstats.com/fighter-details/6967153c7edb4d87
Kyle,Dietz,,http://ufcstats.com/fighter-details/31da66df48c0c1a0
Seth,Dikun,,http://ufcstats.com/fighter-details/eb42d4febfafefd1
TJ,Dillashaw,,http://ufcstats.com/fighter-details/c849740a3ff51931
Drew,Dimanlig,,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
Rodolfo Marques,Diniz,,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
Jhonata,Diniz,,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
Helio,Dipp,,http://ufcstats.com/fighter-details/73eb2a552c92a821
Rico,DiSciullo,,http://ufcstats.com/fighter-details/ec7f7263bf36579b
Anthony,Do,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
Russell,Doane,,http://ufcstats.com/fighter-details/f50d95223751e6ca
Drew,Dober,,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
AJ,Dobson,,http://ufcstats.com/fighter-details/009c4420727149ea
David,Dodd,,http://ufcstats.com/fighter-details/c2a7623f398d9bd7
Roman,Dolidze,,http://ufcstats.com/fighter-details/327d5f279895110d
Cameron,Dollar,,http://ufcstats.com/fighter-details/3bbcd63a016d9715
Dennis,Dombrow,,http://ufcstats.com/fighter-details/4145caa2c999fbac
OJ,Dominguez,,http://ufcstats.com/fighter-details/1a50e734bb54861a
Dong,Huaxiang,,http://ufcstats.com/fighter-details/bad82b681819b272
Houston,Dorr,,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
Rafael,Dos Anjos,,http://ufcstats.com/fighter-details/6a2f7c151031653d
Rayanne,dos Santos,,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
Oleksandr,Doskalchuk,,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
Damion,Douglas,,http://ufcstats.com/fighter-details/ce3b669e39418414
Cedric,Doumbe,,http://ufcstats.com/fighter-details/5159e6ee100c717e
John,Dowdy,,http://ufcstats.com/fighter-details/e780ccc79a209985
Jordan,Dowdy,,http://ufcstats.com/fighter-details/0d9312337fdce39a
Danny,Downes,,http://ufcstats.com/fighter-details/a66395395b5f1394
Derek,Downey,,http://ufcstats.com/fighter-details/b05086131c6f5dc5
Edson,Drago,,http://ufcstats.com/fighter-details/f9c7fe2682af3802
Anthony,Drilich,,http://ufcstats.com/fighter-details/c2c4052f58f54988
Chris,Drumm,,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Robert,Drysdale,,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Hugo,Duarte,,http://ufcstats.com/fighter-details/706404da0775dcbc
Joe,Duarte,,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Yuneisy,Duben,,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
Matthieu,Duclos,,http://ufcstats.com/fighter-details/ec322adbabbfa6e7
Viktoriia,Dudakova,,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
Milana,Dudieva,,http://ufcstats.com/fighter-details/072a10e85f7d4bff
Adin,Duenas,,http://ufcstats.com/fighter-details/cb6c45b26b0a877a
Todd,Duffee,,http://ufcstats.com/fighter-details/bda04c573563cc2e
Evan,Dunham,,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
Alex,Dunworth,,http://ufcstats.com/fighter-details/31732a614e7a3d1d
Albert,Duraev,,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
Reuben,Duran,,http://ufcstats.com/fighter-details/4417980b3e798abf
Rilley,Dutro,,http://ufcstats.com/fighter-details/43db649da89fac4b
Bill,Duvall,,http://ufcstats.com/fighter-details/7df4d3c38792b083
Matt,Dwyer,,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
Ben,Earwood,,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
Maurice,Eazel,,http://ufcstats.com/fighter-details/4acb99524a9a81ab
Mark,Eddiva,,http://ufcstats.com/fighter-details/40ff198adda94b9f
Abdul-Kerim,Edilov,,http://ufcstats.com/fighter-details/37e03538c960bac6
Johnny,Eduardo,,http://ufcstats.com/fighter-details/528c24b99fbaab79
Yves,Edwards,,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Te,Edwards,,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
Adli,Edwards,,http://ufcstats.com/fighter-details/e6904a03a66e711d
Tom,Egan,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
Stephanie,Egger,,http://ufcstats.com/fighter-details/5e6294b37bbef029
Per,Eklund,,http://ufcstats.com/fighter-details/58bc81376286b3d3
John,Elam,,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
John Paul,Elias,,http://ufcstats.com/fighter-details/e873203fd50542f6
Saul,Elizondo,,http://ufcstats.com/fighter-details/e295b96f135d758a
Tim,Elliott,,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Lisa,Ellis,,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
Aleksander,Emelianenko,,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
Marius,Enache,,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
Oliver,Enkamp,,http://ufcstats.com/fighter-details/330bafba312face4
Alex,Enlund,,http://ufcstats.com/fighter-details/d238217e0f8ea8e1
Won Jin,Eoh,,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
Josh,Epps,,http://ufcstats.com/fighter-details/984b0c4c6e773a1c
Konstantin,Erokhin,,http://ufcstats.com/fighter-details/22061ff217907c78
Jarno,Errens,,http://ufcstats.com/fighter-details/082eba4cd80f736f
Ivan,Erslan,,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb
Nick,Ertl,,http://ufcstats.com/fighter-details/74061adb224be3cc
Bobby,Escalante,,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
Pro,Escobedo,,http://ufcstats.com/fighter-details/b36874652ed7715d
Evan,Esguerra,,http://ufcstats.com/fighter-details/ed220e87bef0cc64
Jodie,Esquibel,,http://ufcstats.com/fighter-details/411539901068522f
Achilles,Estremadura,,http://ufcstats.com/fighter-details/41f3cfdab0b22236
Terry,Etim,,http://ufcstats.com/fighter-details/33011768c3c4dc9a
Fred,Ettish,,http://ufcstats.com/fighter-details/8d5daf67983b65ba
Scott,Ettling,,http://ufcstats.com/fighter-details/74b5736f1df40be3
Billy,Evangelista,,http://ufcstats.com/fighter-details/9766ed20b68c7c33
Doug,Evans,,http://ufcstats.com/fighter-details/d3de4a24f7eefac8
Movsar,Evloev,,http://ufcstats.com/fighter-details/76e2870ffafbe38f
Neal,Ewing,,http://ufcstats.com/fighter-details/0798f558681d0eb5
Edward,Faaloloto,,http://ufcstats.com/fighter-details/6224e8d0a34264eb
Melinda,Fabian,,http://ufcstats.com/fighter-details/8c020156779f7888
Ron,Faircloth,,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
Jason,Fairn,,http://ufcstats.com/fighter-details/adea9f0090aa8e14
Brodie,Farber,,http://ufcstats.com/fighter-details/91d73ee59347ac16
Joao Paulo,Faria,,http://ufcstats.com/fighter-details/04e9955f33e0c267
Kalindra,Faria,,http://ufcstats.com/fighter-details/27b164b0d1833df0
Chance,Farrar,,http://ufcstats.com/fighter-details/49c7236c737d7e59
Kelly,Faszholz,,http://ufcstats.com/fighter-details/9c42a0de8e012870
Rodney,Faverus,,http://ufcstats.com/fighter-details/5af26b3201690d29
JP,Felty,,http://ufcstats.com/fighter-details/954e3f4e2b0e6510
Feng,Pengchao,,http://ufcstats.com/fighter-details/86597694317e5e1b
Feng,Xiaocan,,http://ufcstats.com/fighter-details/c940b42df95bbd28
Rhadi,Ferguson,,http://ufcstats.com/fighter-details/15f4550e017f6c7d
CJ,Fernandes,,http://ufcstats.com/fighter-details/979f7edbb6980b0d
Bibiano,Fernandes,,http://ufcstats.com/fighter-details/cbc071cb20ea59c7
Kaue,Fernandes,,http://ufcstats.com/fighter-details/ec13c393d029297d
Emily,Fernandez,,http://ufcstats.com/fighter-details/7ee1babb99f30115
Lucas,Fernando,,http://ufcstats.com/fighter-details/3df223aeaacecf3f
Diego,Ferreira,,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Timo,Feucht,,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203
Andre,Fialho,,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Scott,Fiedler,,http://ufcstats.com/fighter-details/0ec821423baa26bd
Anthony,Figueroa,,http://ufcstats.com/fighter-details/daff32bc96d1eabf
Paulo,Filho,,http://ufcstats.com/fighter-details/2abdead94ce73552
Brady,Fink,,http://ufcstats.com/fighter-details/997b4f52f76a0b53
Jesse,Finney,,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
Luigi,Fioravanti,,http://ufcstats.com/fighter-details/9583662df31d943f
Nick,Fiore,,http://ufcstats.com/fighter-details/036e96c1c12b8a59
Chris,Fishgold,,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
Bryanna,Fissori,,http://ufcstats.com/fighter-details/5517bd590dbbe1f8
Jon,Fitch,,http://ufcstats.com/fighter-details/6f018c039b4d5d80
Nathan,Fletcher,,http://ufcstats.com/fighter-details/a2d342ffc83913ed
Luke,Flores,,http://ufcstats.com/fighter-details/b5f44dcb863f595b
Cody,Floyd,,http://ufcstats.com/fighter-details/8164250600b7c91b
Bobby,Flynn,,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a
AJ,Fonseca,,http://ufcstats.com/fighter-details/0adf1aacda5e26ac
Rob,Font,,http://ufcstats.com/fighter-details/05339613bf8e9808
Claudionor,Fontinelle,,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
Sterling,Ford,,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb
Jussier,Formiga,,http://ufcstats.com/fighter-details/b102c26727306ab6
Renee,Forte,,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
Marcel,Fortuna,,http://ufcstats.com/fighter-details/d761b3766e38c5db
Mason,Fowler,,http://ufcstats.com/fighter-details/d745d4146be48679
Brandon,Foxworth,,http://ufcstats.com/fighter-details/f65a0eb902f9476b
Hermes,Franca,,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
John,Franchi,,http://ufcstats.com/fighter-details/b9532d815060de7f
Gary,Frazier,,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc
Jason,Freeman,,http://ufcstats.com/fighter-details/5870bd1eadf4f322
Jeremy ,Freitag,,http://ufcstats.com/fighter-details/a47e9ec288c91067
Donavon,Frelow,,http://ufcstats.com/fighter-details/9aa56f004b2bca07
Josh,Fremd,,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Clay,French,,http://ufcstats.com/fighter-details/73321668ff977f1b
Mike,French,,http://ufcstats.com/fighter-details/756f45905fb20cb5
Jinh Yu,Frey,,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
Artem,Frolov,,http://ufcstats.com/fighter-details/ee704df0afd74558
Daniel,Frunza,,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68
Adam,Fugitt,,http://ufcstats.com/fighter-details/a01a62132460a98d
Keisuke,Fujiwara,,http://ufcstats.com/fighter-details/ccd58ff71e260ed5
Riki,Fukuda,,http://ufcstats.com/fighter-details/7c35f869033901ae
Sam,Fulton,,http://ufcstats.com/fighter-details/1f5f75658551f2d3
Masakatsu,Funaki,,http://ufcstats.com/fighter-details/aa3153a9941b4d44
Katsuaki,Furuki,,http://ufcstats.com/fighter-details/c3e2eca94b2320bc
James,Gabert,,http://ufcstats.com/fighter-details/fcd8b623892b9a10
Gustavo,Gabriel,,http://ufcstats.com/fighter-details/fe98f86284a6eeb3
Alavutdin,Gadjiev,,http://ufcstats.com/fighter-details/a7a79b8efbceaaac
Magomed,Gadzhiyasulov,,http://ufcstats.com/fighter-details/6e344b71421103da
Mitch,Gagnon,,http://ufcstats.com/fighter-details/b8592b4a383696cd
Brandon,Gaines,,http://ufcstats.com/fighter-details/8e6cfbd455f0f9c2
Mickey,Gall,,http://ufcstats.com/fighter-details/9e50097a89442158
Turrell,Galloway,,http://ufcstats.com/fighter-details/7e654edcddd71550
Eric,Galvan,,http://ufcstats.com/fighter-details/ad3fdba28a7540cf
Andre,Galvao,,http://ufcstats.com/fighter-details/45fe6765c56d8018
Lucas,Gamaza,,http://ufcstats.com/fighter-details/289a3b69b85da7cd
Shamil,Gamzatov,,http://ufcstats.com/fighter-details/0d980975001ae3d8
Ariel,Gandulla,,http://ufcstats.com/fighter-details/41904fc4d3f5bffc
Junye,Gao,,http://ufcstats.com/fighter-details/8b27d25ce0221d60
Eduardo,Garagorri,,http://ufcstats.com/fighter-details/7bde387d50829adf
Edgar,Garcia,,http://ufcstats.com/fighter-details/8d49545dadf9b919
Elias,Garcia,,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
Fernie,Garcia,,http://ufcstats.com/fighter-details/9e92e1ca498d7244
Rulon,Gardner,,http://ufcstats.com/fighter-details/4f7e290e71d60f87
David,Gardner,,http://ufcstats.com/fighter-details/70167689d6a01793
Azamat,Gashimov,,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3
Brian,Gassaway,,http://ufcstats.com/fighter-details/e4770d5ed44a3970
Kelvin,Gastelum,,http://ufcstats.com/fighter-details/8c0580d4fff106c1
Willie,Gates,,http://ufcstats.com/fighter-details/6ded9184b2284645
Melissa,Gatto,,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
Sean,Gauci,,http://ufcstats.com/fighter-details/d758f272d94f5866
Manuel,Gaxhja,,http://ufcstats.com/fighter-details/618643d0d5c0631d
Shamil,Gaziev,,http://ufcstats.com/fighter-details/6747ccd6d1acd266
Paul,Georgieff,,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7
Darrel,Gholar,,http://ufcstats.com/fighter-details/a24e080000fa7a35
Tiki,Ghosn,,http://ufcstats.com/fighter-details/cb6783c39c01d896
Joe,Giannetti,,http://ufcstats.com/fighter-details/946db8a378903cc3
Nick,Gibbons,,http://ufcstats.com/fighter-details/96a221341035b701
James,Giboo,,http://ufcstats.com/fighter-details/f74e037b97917027
Kenny,Giddens,,http://ufcstats.com/fighter-details/db8b800176d26f6e
Joey,Gilbert,,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc
Trevin,Giles,,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
Jesse,Gillespie,,http://ufcstats.com/fighter-details/160b931119c1bf91
Jason,Gilliam,,http://ufcstats.com/fighter-details/91720876db0ee468
Krishaun,Gilmore,,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1
Alex,Gilpin,,http://ufcstats.com/fighter-details/762c69860eef65d8
Bob,Gilstrap,,http://ufcstats.com/fighter-details/c96518b7f6881004
Demetrius,Gioulacos,,http://ufcstats.com/fighter-details/a58114c6dd0add64
He-Man,Gipson,,http://ufcstats.com/fighter-details/3e03cec9767d37e6
Jason,Glaza,,http://ufcstats.com/fighter-details/fda067e842b07466
Mike,Glenn,,http://ufcstats.com/fighter-details/ed133185689088b3
Clint,Godfrey,,http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc
Loopy,Godinez,,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Jason,Godsey,,http://ufcstats.com/fighter-details/5ca158b1cc9cb242
Allan,Goes,,http://ufcstats.com/fighter-details/e62b36885ecdac27
Billy Ray,Goff,,http://ufcstats.com/fighter-details/fa07345cc9db5cc9
Amiran,Gogoladze,,http://ufcstats.com/fighter-details/5d1636b6c1688502
Jonny,Goh,,http://ufcstats.com/fighter-details/e86af30738a5452a
Marcelo,Golm,,http://ufcstats.com/fighter-details/ac29d508d78384c9
Sergio,Gomez,,http://ufcstats.com/fighter-details/af1e5c64b8663aa0
Frank,Gomez,,http://ufcstats.com/fighter-details/a0a680fe2f6cc8e6
Alan,Gomez,,http://ufcstats.com/fighter-details/0a66de3a797cf73a
David,Gomez,,http://ufcstats.com/fighter-details/489413d3be819647
Joey,Gomez,,http://ufcstats.com/fighter-details/3a28e1e641366308
Edson,Gomez,,http://ufcstats.com/fighter-details/e90f4291f93708e6
Akihiro,Gono,,http://ufcstats.com/fighter-details/b2acebbef8da14ea
Fabian,Gonzalez,,http://ufcstats.com/fighter-details/69c071bc2621e8b0
Pearl,Gonzalez,,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee
Kier,Gooch,,http://ufcstats.com/fighter-details/1bda4867f1baceac
Jordan,Goodwin,,http://ufcstats.com/fighter-details/7f98d9d5a10fa25c
Gerard,Gordeau,,http://ufcstats.com/fighter-details/279093302a6f44b3
Chase,Gormley,,http://ufcstats.com/fighter-details/052ceb8976695342
Wilson,Gouveia,,http://ufcstats.com/fighter-details/af5b208e97f5d382
Todd,Gouwenberg,,http://ufcstats.com/fighter-details/c44acf87e376c62b
Hugo,Govea,,http://ufcstats.com/fighter-details/2391a73686200c5d
Royce,Gracie,,http://ufcstats.com/fighter-details/429e7d3725852ce9
Crosley,Gracie,,http://ufcstats.com/fighter-details/52d92050a046bc17
Daniel,Gracie,,http://ufcstats.com/fighter-details/82d6a9ae41aac3f7
Ralph,Gracie,,http://ufcstats.com/fighter-details/a9c45a8b21eabadc
Renzo,Gracie,,http://ufcstats.com/fighter-details/aae0897825336b1a
Rickson,Gracie,,http://ufcstats.com/fighter-details/194fc025f9355db6
Rodrigo,Gracie,,http://ufcstats.com/fighter-details/36877f0e62b25b96
Royler,Gracie,,http://ufcstats.com/fighter-details/b807814d977682eb
Ryan,Gracie,,http://ufcstats.com/fighter-details/0c3838c8f7c620c2
Ralek,Gracie,,http://ufcstats.com/fighter-details/84283233ec42be5f
Rolles,Gracie,,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7
Cesar,Gracie,,http://ufcstats.com/fighter-details/079488710f012779
Roger,Gracie,,http://ufcstats.com/fighter-details/a6bbd3df469c6bea
Igor,Gracie,,http://ufcstats.com/fighter-details/722b870449243083
Neiman,Gracie,,http://ufcstats.com/fighter-details/12d855d12a624da2
Kron,Gracie,,http://ufcstats.com/fighter-details/242d36d241b43c12
Steven,Graham,,http://ufcstats.com/fighter-details/3e514f437c51ce0a
Scott,Graham,,http://ufcstats.com/fighter-details/6e4acc2c115215b5
TJ,Grant,,http://ufcstats.com/fighter-details/a26198ba5093147e
Alexa,Grasso,,http://ufcstats.com/fighter-details/e8b731feff72294b
Tony,Gravely,,http://ufcstats.com/fighter-details/601964f9654f911a
Michael,Graves,,http://ufcstats.com/fighter-details/3f1d23b01c552a13
Sam,Greco,,http://ufcstats.com/fighter-details/6d12031661db8ac8
King,Green,,http://ufcstats.com/fighter-details/887961364be5ceb3
Forrest,Griffin,,http://ufcstats.com/fighter-details/fcffee71cff5530e
Tyson,Griffin,,http://ufcstats.com/fighter-details/20205040232ed0f3
Garrett,Gross,,http://ufcstats.com/fighter-details/6741218640534d8b
Mike,Grundy,,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Fabricio,Guerreiro,,http://ufcstats.com/fighter-details/2963369e327e1979
Shannon,Gugerty,,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Jason,Guida,,http://ufcstats.com/fighter-details/ce25b4ed82b1811b
Chris,Guillen,,http://ufcstats.com/fighter-details/da0f33e4255f99eb
Brad,Gumm,,http://ufcstats.com/fighter-details/4d74641fac830182
Jorge,Gurgel,,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Fabio,Gurgel,,http://ufcstats.com/fighter-details/8377c5572cb356f3
Andre,Gusmao,,http://ufcstats.com/fighter-details/cc300e9aa3063431
Justin,Guthrie,,http://ufcstats.com/fighter-details/a789defa9086da46
Cody,Haddon,,http://ufcstats.com/fighter-details/8e6654e9f0461b8f
Steve,Hadsel,,http://ufcstats.com/fighter-details/99793cf88c5adeee
Mark,Hall,,http://ufcstats.com/fighter-details/18524b46c570730b
Tony,Halme,,http://ufcstats.com/fighter-details/bad28b7b34f334de
Seo Hee,Ham,,http://ufcstats.com/fighter-details/165c244bcca3ed26
Frank,Hamaker,,http://ufcstats.com/fighter-details/c3c23c99477c041b
Kazuhiro,Hamanaka,,http://ufcstats.com/fighter-details/1b4d6971bb18b82c
Rami,Hamed,,http://ufcstats.com/fighter-details/a59017211b775b5d
Kay,Hansen,,http://ufcstats.com/fighter-details/4100c7a09497ad41
Nasrat,Haqparast,,http://ufcstats.com/fighter-details/b7b84ccd221be298
Shin,Haraguchi,,http://ufcstats.com/fighter-details/05b17ae24e6bba81
Antoni,Hardonk,,http://ufcstats.com/fighter-details/69b69c0178c4004d
Veronica,Hardy,,http://ufcstats.com/fighter-details/4798e823ada58fe9
Scott,Harper,,http://ufcstats.com/fighter-details/14a433bccba87016
Gerry,Harris,,http://ufcstats.com/fighter-details/30cd319d39ee689b
Gerald,Harris,,http://ufcstats.com/fighter-details/c4b81cdecd5d6abe
Trevor,Harris,,http://ufcstats.com/fighter-details/0e98b05d3cf6d271
Kayla,Harrison,,http://ufcstats.com/fighter-details/1af1170ed937cba7
Collin,Hart,,http://ufcstats.com/fighter-details/16bf6a73bdd302cd
Dale,Hartt,,http://ufcstats.com/fighter-details/058e4e08a1ad8aba
Luke,Hartwig,,http://ufcstats.com/fighter-details/34f3869747bf8fa9
Hidehiko,Hasegawa,,http://ufcstats.com/fighter-details/2a2eeee20ef049cf
Takayo,Hashi,,http://ufcstats.com/fighter-details/ae4343d29c68e9d0
Tomohiko,Hashimoto,,http://ufcstats.com/fighter-details/a890f9a791ed615d
Justin,Haskins,,http://ufcstats.com/fighter-details/77940e45bc86208e
Chris,Hawk,,http://ufcstats.com/fighter-details/9460c867aae1987e
Mike,Hayes,,http://ufcstats.com/fighter-details/0cfbbfa0ba6d9855
Ryan,Hayes,,http://ufcstats.com/fighter-details/a620638435de0628
Gerric,Hayes,,http://ufcstats.com/fighter-details/7d6a3546c988cdc0
James,Head,,http://ufcstats.com/fighter-details/19a8cce18a1cef9e
Spencer,Hearns,,http://ufcstats.com/fighter-details/d85cf12439945941
David,Heath,,http://ufcstats.com/fighter-details/4f95f74620a6b7a4
Marcin,Held,,http://ufcstats.com/fighter-details/bf43fed8f29e1671
Matt,Helm,,http://ufcstats.com/fighter-details/cacfd51b8e97ace0
Ron,Henderson,,http://ufcstats.com/fighter-details/498f0d066396ec59
Josh,Hendricks,,http://ufcstats.com/fighter-details/7649c4c95b824488
Cory,Hendricks,,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6
Dave,Herman,,http://ufcstats.com/fighter-details/cbd6f1abf955e628
Noe,Hernandez,,http://ufcstats.com/fighter-details/df2cf66d8c0123db
Joe,Hernandez,,http://ufcstats.com/fighter-details/4a76daef28549957
Carlos,Hernandez,,http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Jon,Hess,,http://ufcstats.com/fighter-details/32a3025d5db456ae
Lee,Higgins,,http://ufcstats.com/fighter-details/88432fe79d5091d9
Alex,Higley,,http://ufcstats.com/fighter-details/2af2d675f7d847e3
Corey,Hill,,http://ufcstats.com/fighter-details/abbc737317f66b81
Isaiah,Hill,,http://ufcstats.com/fighter-details/86b30a86664cb6e4
Tyler,Hill,,http://ufcstats.com/fighter-details/006efbb0c1621fd7
Kailan,Hill,,http://ufcstats.com/fighter-details/bc7efc037c5f6550
Hatsu,Hioki,,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2
Kuniyoshi,Hironaka,,http://ufcstats.com/fighter-details/9d4522df6fc49a47
Yuji,Hisamatsu,,http://ufcstats.com/fighter-details/8332a607df696345
