Event,Bout,Card Segment,URL
UFC Fight Night: Almeida vs Garbrandt,Sara McMann vs. Jessica Eye,Prelims1,https://www.ufc.com/event/777#6067
UFC Fight Night: Almeida vs Garbrandt,Abel Trujillo vs. Jordan Rinaldi,Prelims1,https://www.ufc.com/event/777#6057
UFC Fight Night: Almeida vs Garbrandt,Jake Collier vs. Alberto Uda,Prelims1,https://www.ufc.com/event/777#6060
UFC Fight Night: Almeida vs Garbrandt,Erik Koch vs. Shane Campbell,Prelims1,https://www.ufc.com/event/777#6061
UFC Fight Night: Almeida vs Garbrandt,Aljamain Sterling vs. Bryan Caraway,Prelims2,https://www.ufc.com/event/777#6079
UFC Fight Night: Almeida vs Garbrandt,Chris de la Rocha vs. Adam Milstead,Prelims2,https://www.ufc.com/event/777#6059
UFC 198: Werdum vs Miocic,Fabricio Werdum vs. Stipe Miocic,Main,https://www.ufc.com/event/770#6034
UFC 198: Werdum vs Miocic,Jacare Souza vs. Vitor Belfort,Main,https://www.ufc.com/event/770#5981
UFC 198: Werdum vs Miocic,Cristiane Justino vs. Leslie Smith,Main,https://www.ufc.com/event/770#6070
UFC 198: Werdum vs Miocic,Mauricio Rua vs. Corey Anderson,Main,https://www.ufc.com/event/770#6049
UFC 198: Werdum vs Miocic,Warlley Alves vs. Bryan Barberena,Main,https://www.ufc.com/event/770#6008
UFC 198: Werdum vs Miocic,Demian Maia vs. Matt Brown,Prelims1,https://www.ufc.com/event/770#5982
UFC 198: Werdum vs Miocic,Thiago Santos vs. Nate Marquardt,Prelims1,https://www.ufc.com/event/770#6042
UFC 198: Werdum vs Miocic,Francisco Trinaldo vs. Yancy Medeiros,Prelims1,https://www.ufc.com/event/770#6041
UFC 198: Werdum vs Miocic,John Lineker vs. Rob Font,Prelims1,https://www.ufc.com/event/770#6066
UFC 198: Werdum vs Miocic,Rogerio Nogueira vs. Patrick Cummins,Prelims2,https://www.ufc.com/event/770#6009
UFC 198: Werdum vs Miocic,Sergio Moraes vs. Luan Chagas,Prelims2,https://www.ufc.com/event/770#6043
UFC 198: Werdum vs Miocic,Renato Moicano vs. Zubaira Tukhugov,Prelims2,https://www.ufc.com/event/770#6048
UFC Fight Night: Overeem vs Arlovski,Alistair Overeem vs. Andrei Arlovski,Main,https://www.ufc.com/event/773#6020
UFC Fight Night: Overeem vs Arlovski,Antonio Silva vs. Stefan Struve,Main,https://www.ufc.com/event/773#6021
UFC Fight Night: Overeem vs Arlovski,Albert Tumenov vs. Gunnar Nelson,Main,https://www.ufc.com/event/773#6026
UFC Fight Night: Overeem vs Arlovski,Germaine de Randamie vs. Anna Elmose,Main,https://www.ufc.com/event/773#6091
UFC Fight Night: Overeem vs Arlovski,Nikita Krylov vs. Francimar Barroso,Main,https://www.ufc.com/event/773#6092
UFC Fight Night: Overeem vs Arlovski,Karolina Kowalkiewicz vs. Heather Clark,Main,https://www.ufc.com/event/773#6093
UFC Fight Night: Overeem vs Arlovski,Rustam Khabilov vs. Chris Wade,Prelims1,https://www.ufc.com/event/773#6022
UFC Fight Night: Overeem vs Arlovski,Magnus Cedenblad vs. Garreth McLellan,Prelims1,https://www.ufc.com/event/773#6024
UFC Fight Night: Overeem vs Arlovski,Jon Tuck vs. Josh Emmett,Prelims1,https://www.ufc.com/event/773#6045
UFC Fight Night: Overeem vs Arlovski,Yan Cabral vs. Reza Madadi,Prelims1,https://www.ufc.com/event/773#6023
UFC Fight Night: Overeem vs Arlovski,Kyoji Horiguchi vs. Neil Seery,Prelims2,https://www.ufc.com/event/773#6065
UFC Fight Night: Overeem vs Arlovski,Leon Edwards vs. Dominic Waters,Prelims2,https://www.ufc.com/event/773#6025
UFC Fight Night: Overeem vs Arlovski,Yuta Sasaki vs. Willie Gates,Prelims2,https://www.ufc.com/event/773#6100
UFC 197: Jones vs Saint Preux,Jon Jones vs. Ovince Saint Preux,Main,https://www.ufc.com/event/772#5990
UFC 197: Jones vs Saint Preux,Demetrious Johnson vs. Henry Cejudo,Main,https://www.ufc.com/event/772#5991
UFC 197: Jones vs Saint Preux,Anthony Pettis vs. Edson Barboza,Main,https://www.ufc.com/event/772#6012
UFC 197: Jones vs Saint Preux,Robert Whittaker vs. Rafael Natal,Main,https://www.ufc.com/event/772#5997
UFC 197: Jones vs Saint Preux,Yair Rodriguez vs. Andre Fili,Main,https://www.ufc.com/event/772#6005
UFC 197: Jones vs Saint Preux,Sergio Pettis vs. Chris Kelades,Prelims1,https://www.ufc.com/event/772#6064
UFC 197: Jones vs Saint Preux,Danny Roberts vs. Dominique Steele,Prelims1,https://www.ufc.com/event/772#6013
UFC 197: Jones vs Saint Preux,Carla Esparza vs. Juliana Lima,Prelims1,https://www.ufc.com/event/772#6004
UFC 197: Jones vs Saint Preux,Glaico Franca Moreira vs. James Vick,Prelims1,https://www.ufc.com/event/772#6006
UFC 197: Jones vs Saint Preux,Walt Harris vs. Cody East,Prelims2,https://www.ufc.com/event/772#6096
UFC 197: Jones vs Saint Preux,Marcos Rogerio de Lima vs. Clint Hester,Prelims2,https://www.ufc.com/event/772#6003
UFC 197: Jones vs Saint Preux,Efrain Escudero vs. Kevin Lee,Prelims2,https://www.ufc.com/event/772#6014
UFC on FOX: Teixeira vs Evans,Glover Teixeira vs. Rashad Evans,Main,https://www.ufc.com/event/771#5984
UFC on FOX: Teixeira vs Evans,Rose Namajunas vs. Tecia Pennington,Main,https://www.ufc.com/event/771#5986
UFC on FOX: Teixeira vs Evans,Khabib Nurmagomedov vs. Darrell Horcher,Main,https://www.ufc.com/event/771#6097
UFC on FOX: Teixeira vs Evans,Cub Swanson vs. Hacran Dias,Main,https://www.ufc.com/event/771#5989
UFC on FOX: Teixeira vs Evans,Beneil Dariush vs. Michael Chiesa,Prelims1,https://www.ufc.com/event/771#5987
UFC on FOX: Teixeira vs Evans,Bethe Correia vs. Raquel Pennington,Prelims1,https://www.ufc.com/event/771#5988
UFC on FOX: Teixeira vs Evans,Court McGee vs. Santiago Ponzinibbio,Prelims1,https://www.ufc.com/event/771#6007
UFC on FOX: Teixeira vs Evans,Randy Brown vs. Michael Graves,Prelims1,https://www.ufc.com/event/771#6040
UFC on FOX: Teixeira vs Evans,John Dodson vs. Manvel Gamburyan,Prelims2,https://www.ufc.com/event/771#6017
UFC on FOX: Teixeira vs Evans,Oluwale Bamgbose vs. Cezar Ferreira,Prelims2,https://www.ufc.com/event/771#6010
UFC on FOX: Teixeira vs Evans,Elizeu Zaleski dos Santos vs. Omari Akhmedov,Prelims2,https://www.ufc.com/event/771#6039
UFC Fight Night: Rothwell vs Dos Santos,Ben Rothwell vs. Junior Dos Santos,Main,https://www.ufc.com/event/769#5993
UFC Fight Night: Rothwell vs Dos Santos,Derrick Lewis vs. Gabriel Gonzaga,Main,https://www.ufc.com/event/769#5978
UFC Fight Night: Rothwell vs Dos Santos,Francis Ngannou vs. Curtis Blaydes,Main,https://www.ufc.com/event/769#5980
UFC Fight Night: Rothwell vs Dos Santos,Timothy Johnson vs. Marcin Tybura,Main,https://www.ufc.com/event/769#5994
UFC Fight Night: Rothwell vs Dos Santos,Igor Pokrajac vs. Jan Blachowicz,Main,https://www.ufc.com/event/769#5977
UFC Fight Night: Rothwell vs Dos Santos,Maryna Moroz vs. Cristina Stanciu,Main,https://www.ufc.com/event/769#6029
UFC Fight Night: Rothwell vs Dos Santos,Nicolas Dalby vs. Zak Cummings,Prelims1,https://www.ufc.com/event/769#6027
UFC Fight Night: Rothwell vs Dos Santos,Ian Entwistle vs. Alejandro Perez,Prelims1,https://www.ufc.com/event/769#6030
UFC Fight Night: Rothwell vs Dos Santos,Mairbek Taisumov vs. Damir Hadzovic,Prelims1,https://www.ufc.com/event/769#6028
UFC Fight Night: Rothwell vs Dos Santos,Filip Pejic vs. Damian Stasiak,Prelims1,https://www.ufc.com/event/769#6031
UFC Fight Night: Rothwell vs Dos Santos,Robert Whiteford vs. Lucas Martins,Prelims2,https://www.ufc.com/event/769#6032
UFC Fight Night: Rothwell vs Dos Santos,Jared Cannonier vs. Cyril Asker,Prelims2,https://www.ufc.com/event/769#6033
UFC Fight Night: Rothwell vs Dos Santos,Alessio Di Chirico vs. Bojan Velickovic,Prelims2,https://www.ufc.com/event/769#5995
UFC Fight Night: Hunt vs Mir,Mark Hunt vs. Frank Mir,Main,https://www.ufc.com/event/766#5940
UFC Fight Night: Hunt vs Mir,Hector Lombard vs. Neil Magny,Main,https://www.ufc.com/event/766#5962
UFC Fight Night: Hunt vs Mir,Jake Matthews vs. Johnny Case,Main,https://www.ufc.com/event/766#5971
UFC Fight Night: Hunt vs Mir,Daniel Kelly vs. Antonio Carlos Junior,Main,https://www.ufc.com/event/766#5966
UFC Fight Night: Hunt vs Mir,James Te Huna vs. Steve Bosse,Main,https://www.ufc.com/event/766#5964
UFC Fight Night: Hunt vs Mir,Bec Rawlings vs. Seo Hee Ham,Main,https://www.ufc.com/event/766#5970
UFC Fight Night: Hunt vs Mir,Brendan O'Reilly vs. Alan Jouban,Prelims1,https://www.ufc.com/event/766#5965
UFC Fight Night: Hunt vs Mir,Dan Hooker vs. Mark Eddiva,Prelims1,https://www.ufc.com/event/766#6019
UFC Fight Night: Hunt vs Mir,Leslie Smith vs. Rin Nakai,Prelims1,https://www.ufc.com/event/766#5999
UFC Fight Night: Hunt vs Mir,Richard Walsh vs. Viscardi Andrade,Prelims1,https://www.ufc.com/event/766#5972
UFC Fight Night: Hunt vs Mir,Ross Pearson vs. Chad Laprise,Prelims2,https://www.ufc.com/event/766#5992
UFC Fight Night: Hunt vs Mir,Alan Patrick vs. Damien Brown,Prelims2,https://www.ufc.com/event/766#6046
UFC 196: McGregor vs Diaz,Conor McGregor vs. Nate Diaz,Main,https://www.ufc.com/event/768#6016
UFC 196: McGregor vs Diaz,Holly Holm vs. Miesha Tate,Main,https://www.ufc.com/event/768#5958
UFC 196: McGregor vs Diaz,Gian Villante vs. Ilir Latifi,Main,https://www.ufc.com/event/768#6001
UFC 196: McGregor vs Diaz,Corey Anderson vs. Tom Lawlor,Main,https://www.ufc.com/event/768#5959
UFC 196: McGregor vs Diaz,Amanda Nunes vs. Valentina Shevchenko,Main,https://www.ufc.com/event/768#5974
UFC 196: McGregor vs Diaz,Brandon Thatch vs. Siyar Bahadurzada,Prelims1,https://www.ufc.com/event/768#6002
UFC 196: McGregor vs Diaz,Erick Silva vs. Nordine Taleb,Prelims1,https://www.ufc.com/event/768#5960
UFC 196: McGregor vs Diaz,Vitor Miranda vs. Marcelo Guimaraes,Prelims1,https://www.ufc.com/event/768#6015
UFC 196: McGregor vs Diaz,Darren Elkins vs. Chas Skelly,Prelims1,https://www.ufc.com/event/768#5963
UFC 196: McGregor vs Diaz,Diego Sanchez vs. Jim Miller,Prelims2,https://www.ufc.com/event/768#5967
UFC 196: McGregor vs Diaz,Jason Saggo vs. Justin Salas,Prelims2,https://www.ufc.com/event/768#5976
UFC 196: McGregor vs Diaz,Julian Erosa vs. Teruto Ishihara,Prelims2,https://www.ufc.com/event/768#6000
UFC Fight Night: Silva vs Bisping,Anderson Silva vs. Michael Bisping,Main,https://www.ufc.com/event/763#5874
UFC Fight Night: Silva vs Bisping,Gegard Mousasi vs. Thales Leites,Main,https://www.ufc.com/event/763#5929
UFC Fight Night: Silva vs Bisping,Tom Breese vs. Keita Nakamura,Main,https://www.ufc.com/event/763#5892
UFC Fight Night: Silva vs Bisping,Francisco Rivera vs. Brad Pickett,Main,https://www.ufc.com/event/763#5905
UFC Fight Night: Silva vs Bisping,Mike Wilkinson vs. Makwan Amirkhani,Prelims1,https://www.ufc.com/event/763#5875
UFC Fight Night: Silva vs Bisping,Davey Grant vs. Marlon Vera,Prelims1,https://www.ufc.com/event/763#5906
UFC Fight Night: Silva vs Bisping,Scott Askham vs. Chris Dempsey,Prelims1,https://www.ufc.com/event/763#5921
UFC Fight Night: Silva vs Bisping,Arnold Allen vs. Yaotzin Meza,Prelims1,https://www.ufc.com/event/763#5907
UFC Fight Night: Silva vs Bisping,Brad Scott vs. Krzysztof Jotko,Prelims1,https://www.ufc.com/event/763#5920
UFC Fight Night: Silva vs Bisping,Norman Parke vs. Rustam Khabilov,Prelims1,https://www.ufc.com/event/763#5876
UFC Fight Night: Silva vs Bisping,Daniel Omielanczuk vs. Jarjis Danho,Prelims1,https://www.ufc.com/event/763#5924
UFC Fight Night: Silva vs Bisping,Teemu Packalen vs. Thibault Gouti,Prelims1,https://www.ufc.com/event/763#5923
UFC Fight Night: Silva vs Bisping,David Teymur vs. Martin Svensson,Prelims1,https://www.ufc.com/event/763#5996
UFC Fight Night: Cowboy vs Cowboy,Donald Cerrone vs. Alex Oliveira,Main,https://www.ufc.com/event/765#5931
UFC Fight Night: Cowboy vs Cowboy,Derek Brunson vs. Roan Carneiro,Main,https://www.ufc.com/event/765#5910
UFC Fight Night: Cowboy vs Cowboy,Cody Garbrandt vs. Augusto Mendes,Main,https://www.ufc.com/event/765#5908
UFC Fight Night: Cowboy vs Cowboy,Dennis Bermudez vs. Tatsuya Kawajiri,Main,https://www.ufc.com/event/765#5956
UFC Fight Night: Cowboy vs Cowboy,Chris Camozzi vs. Joe Riggs,Main,https://www.ufc.com/event/765#5911
UFC Fight Night: Cowboy vs Cowboy,James Krause vs. Shane Campbell,Main,https://www.ufc.com/event/765#5914
UFC Fight Night: Cowboy vs Cowboy,Alex Garcia vs. Sean Strickland,Prelims1,https://www.ufc.com/event/765#5915
UFC Fight Night: Cowboy vs Cowboy,Daniel Sarafian vs. Oluwale Bamgbose,Prelims1,https://www.ufc.com/event/765#5918
UFC Fight Night: Cowboy vs Cowboy,Anthony Smith vs. Leonardo Guimaraes,Prelims1,https://www.ufc.com/event/765#5916
UFC Fight Night: Cowboy vs Cowboy,Jonavin Webb vs. Nathan Coy,Prelims1,https://www.ufc.com/event/765#5968
UFC Fight Night: Cowboy vs Cowboy,Marion Reneau vs. Ashlee Evans-Smith,Prelims2,https://www.ufc.com/event/765#5948
UFC Fight Night: Cowboy vs Cowboy,Lauren Murphy vs. Kelly Faszholz,Prelims2,https://www.ufc.com/event/765#5909
UFC Fight Night: Cowboy vs Cowboy,Anthony Hamilton vs. Shamil Abdurakhimov,Prelims2,https://www.ufc.com/event/765#5913
UFC Fight Night: Hendricks vs Thompson,Johny Hendricks vs. Stephen Thompson,Main,https://www.ufc.com/event/764#5900
UFC Fight Night: Hendricks vs Thompson,Roy Nelson vs. Jared Rosholt,Main,https://www.ufc.com/event/764#5901
UFC Fight Night: Hendricks vs Thompson,Ovince Saint Preux vs. Rafael Cavalcante,Main,https://www.ufc.com/event/764#5917
UFC Fight Night: Hendricks vs Thompson,Joseph Benavidez vs. Zach Makovsky,Main,https://www.ufc.com/event/764#5938
UFC Fight Night: Hendricks vs Thompson,Misha Cirkunov vs. Alex Nicholson,Main,https://www.ufc.com/event/764#5936
UFC Fight Night: Hendricks vs Thompson,Mike Pyle vs. Sean Spencer,Main,https://www.ufc.com/event/764#5904
UFC Fight Night: Hendricks vs Thompson,Joshua Burkman vs. KJ Noons,Prelims1,https://www.ufc.com/event/764#5903
UFC Fight Night: Hendricks vs Thompson,Derrick Lewis vs. Damian Grabowski,Prelims1,https://www.ufc.com/event/764#5902
UFC Fight Night: Hendricks vs Thompson,Ray Borg vs. Justin Scoggins,Prelims1,https://www.ufc.com/event/764#5939
UFC Fight Night: Hendricks vs Thompson,Noad Lahat vs. Diego Rivas,Prelims1,https://www.ufc.com/event/764#5937
UFC Fight Night: Hendricks vs Thompson,Mickey Gall vs. Mike Jackson,Prelims2,https://www.ufc.com/event/764#5961
UFC Fight Night: Hendricks vs Thompson,Artem Lobov vs. Alex White,Prelims2,https://www.ufc.com/event/764#5935
UFC on FOX: Johnson vs. Bader,Anthony Johnson vs. Ryan Bader,Main,https://www.ufc.com/event/761#5851
UFC on FOX: Johnson vs. Bader,Josh Barnett vs. Ben Rothwell,Main,https://www.ufc.com/event/761#5872
UFC on FOX: Johnson vs. Bader,Iuri Alcantara vs. Jimmie Rivera,Main,https://www.ufc.com/event/761#5926
UFC on FOX: Johnson vs. Bader,Sage Northcutt vs. Bryan Barberena,Main,https://www.ufc.com/event/761#5919
UFC on FOX: Johnson vs. Bader,Tarec Saffiedine vs. Jake Ellenberger,Prelims1,https://www.ufc.com/event/761#5852
UFC on FOX: Johnson vs. Bader,Olivier Aubin-Mercier vs. Diego Ferreira,Prelims1,https://www.ufc.com/event/761#5853
UFC on FOX: Johnson vs. Bader,Rafael Natal vs. Kevin Casey,Prelims1,https://www.ufc.com/event/761#5928
UFC on FOX: Johnson vs. Bader,Dustin Ortiz vs. Wilson Reis,Prelims1,https://www.ufc.com/event/761#5933
UFC on FOX: Johnson vs. Bader,George Sullivan vs. Alexander Yakovlev,Prelims1,https://www.ufc.com/event/761#5854
UFC on FOX: Johnson vs. Bader,Alex Caceres vs. Masio Fullen,Prelims1,https://www.ufc.com/event/761#5860
UFC on FOX: Johnson vs. Bader,Matt Dwyer vs. Randy Brown,Prelims2,https://www.ufc.com/event/761#5934
UFC on FOX: Johnson vs. Bader,Damon Jackson vs. Levan Makashvili,Prelims2,https://www.ufc.com/event/761#5925
UFC on FOX: Johnson vs. Bader,Anthony Rocco Martin vs. Felipe Olivieri,Prelims2,https://www.ufc.com/event/761#5855
UFC Fight Night: Dillashaw vs Cruz,TJ Dillashaw vs. Dominick Cruz,Main,https://www.ufc.com/event/759#5786
UFC Fight Night: Dillashaw vs Cruz,Anthony Pettis vs. Eddie Alvarez,Main,https://www.ufc.com/event/759#5787
UFC Fight Night: Dillashaw vs Cruz,Travis Browne vs. Matt Mitrione,Main,https://www.ufc.com/event/759#5788
UFC Fight Night: Dillashaw vs Cruz,Ross Pearson vs. Francisco Trinaldo,Main,https://www.ufc.com/event/759#5836
UFC Fight Night: Dillashaw vs Cruz,Patrick Cote vs. Ben Saunders,Prelims1,https://www.ufc.com/event/759#5832
UFC Fight Night: Dillashaw vs Cruz,Tim Boetsch vs. Ed Herman,Prelims1,https://www.ufc.com/event/759#5789
UFC Fight Night: Dillashaw vs Cruz,Chris Wade vs. Mehdi Baghdad,Prelims1,https://www.ufc.com/event/759#5862
UFC Fight Night: Dillashaw vs Cruz,Maximo Blanco vs. Luke Sanders,Prelims1,https://www.ufc.com/event/759#5932
UFC Fight Night: Dillashaw vs Cruz,Paul Felder vs. Daron Cruickshank,Prelims2,https://www.ufc.com/event/759#5831
UFC Fight Night: Dillashaw vs Cruz,Ilir Latifi vs. Sean O'Connell,Prelims2,https://www.ufc.com/event/759#5835
UFC Fight Night: Dillashaw vs Cruz,Charles Rosa vs. Kyle Bochniak,Prelims2,https://www.ufc.com/event/759#5850
UFC Fight Night: Dillashaw vs Cruz,Rob Font vs. Joey Gomez,Prelims2,https://www.ufc.com/event/759#5930
UFC Fight Night: Dillashaw vs Cruz,Francimar Barroso vs. Elvis Mutapcic,Prelims2,https://www.ufc.com/event/759#5894
UFC 195: Lawler vs Condit,Robbie Lawler vs. Carlos Condit,Main,https://www.ufc.com/event/754#5724
UFC 195: Lawler vs Condit,Stipe Miocic vs. Andrei Arlovski,Main,https://www.ufc.com/event/754#5826
UFC 195: Lawler vs Condit,Lorenz Larkin vs. Albert Tumenov,Main,https://www.ufc.com/event/754#5830
UFC 195: Lawler vs Condit,Diego Brandao vs. Brian Ortega,Main,https://www.ufc.com/event/754#5861
UFC 195: Lawler vs Condit,Abel Trujillo vs. Tony Sims,Main,https://www.ufc.com/event/754#5873
UFC 195: Lawler vs Condit,Michael McDonald vs. Masanori Kanehara,Prelims1,https://www.ufc.com/event/754#5856
UFC 195: Lawler vs Condit,Kyle Noke vs. Alex Morono,Prelims1,https://www.ufc.com/event/754#5895
UFC 195: Lawler vs Condit,Justine Kish vs. Nina Nunes,Prelims1,https://www.ufc.com/event/754#5849
UFC 195: Lawler vs Condit,Scott Holtzman vs. Drew Dober,Prelims1,https://www.ufc.com/event/754#5774
UFC 195: Lawler vs Condit,Dustin Poirier vs. Joe Duffy,Prelims2,https://www.ufc.com/event/754#5834
UFC 195: Lawler vs Condit,Joe Soto vs. Michinori Tanaka,Prelims2,https://www.ufc.com/event/754#5871
UFC 195: Lawler vs Condit,Sheldon Westcott vs. Edgar Garcia,Prelims2,https://www.ufc.com/event/754#5870
UFC on FOX: Dos Anjos vs. Cowboy 2,Rafael Dos Anjos vs. Donald Cerrone,Main,https://www.ufc.com/event/750#5678
UFC on FOX: Dos Anjos vs. Cowboy 2,Junior Dos Santos vs. Alistair Overeem,Main,https://www.ufc.com/event/750#5713
UFC on FOX: Dos Anjos vs. Cowboy 2,Michael Johnson vs. Nate Diaz,Main,https://www.ufc.com/event/750#5712
UFC on FOX: Dos Anjos vs. Cowboy 2,Randa Markos vs. Karolina Kowalkiewicz,Main,https://www.ufc.com/event/750#5814
UFC on FOX: Dos Anjos vs. Cowboy 2,Charles Oliveira vs. Myles Jury,Prelims1,https://www.ufc.com/event/750#5813
UFC on FOX: Dos Anjos vs. Cowboy 2,CB Dollaway vs. Nate Marquardt,Prelims1,https://www.ufc.com/event/750#5702
UFC on FOX: Dos Anjos vs. Cowboy 2,Sarah Kaufman vs. Valentina Shevchenko,Prelims1,https://www.ufc.com/event/750#5775
UFC on FOX: Dos Anjos vs. Cowboy 2,Josh Samman vs. Tamdan McCrory,Prelims1,https://www.ufc.com/event/750#5703
UFC on FOX: Dos Anjos vs. Cowboy 2,Nik Lentz vs. Danny Castillo,Prelims1,https://www.ufc.com/event/750#5732
UFC on FOX: Dos Anjos vs. Cowboy 2,Cole Miller vs. Jim Alers,Prelims1,https://www.ufc.com/event/750#5734
UFC on FOX: Dos Anjos vs. Cowboy 2,Kamaru Usman vs. Leon Edwards,Prelims2,https://www.ufc.com/event/750#5776
UFC on FOX: Dos Anjos vs. Cowboy 2,Hayder Hassan vs. Vicente Luque,Prelims2,https://www.ufc.com/event/750#5733
UFC on FOX: Dos Anjos vs. Cowboy 2,Francis Ngannou vs. Luis Henrique,Prelims2,https://www.ufc.com/event/750#5777
UFC 194: Aldo vs McGregor,Jose Aldo vs. Conor McGregor,Main,https://www.ufc.com/event/753#5689
UFC 194: Aldo vs McGregor,Chris Weidman vs. Luke Rockhold,Main,https://www.ufc.com/event/753#5690
UFC 194: Aldo vs McGregor,Jacare Souza vs. Yoel Romero,Main,https://www.ufc.com/event/753#5691
UFC 194: Aldo vs McGregor,Demian Maia vs. Gunnar Nelson,Main,https://www.ufc.com/event/753#5757
UFC 194: Aldo vs McGregor,Max Holloway vs. Jeremy Stephens,Main,https://www.ufc.com/event/753#5729
UFC 194: Aldo vs McGregor,Urijah Faber vs. Frankie Saenz,Prelims1,https://www.ufc.com/event/753#5730
UFC 194: Aldo vs McGregor,Tecia Pennington vs. Jocelyn Jones-Lybarger,Prelims1,https://www.ufc.com/event/753#5877
UFC 194: Aldo vs McGregor,Warlley Alves vs. Colby Covington,Prelims1,https://www.ufc.com/event/753#5692
UFC 194: Aldo vs McGregor,Leonardo Santos vs. Kevin Lee,Prelims1,https://www.ufc.com/event/753#5698
UFC 194: Aldo vs McGregor,Joe Proctor vs. Magomed Mustafaev,Prelims2,https://www.ufc.com/event/753#5711
UFC 194: Aldo vs McGregor,John Makdessi vs. Yancy Medeiros,Prelims2,https://www.ufc.com/event/753#5697
UFC 194: Aldo vs McGregor,Court McGee vs. Marcio Alexandre Junior,Prelims2,https://www.ufc.com/event/753#5695
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Frankie Edgar vs. Chad Mendes,Main,https://www.ufc.com/event/756#5714
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Artem Lobov vs. Ryan Hall,Main,https://www.ufc.com/event/756#5896
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Edson Barboza vs. Tony Ferguson,Main,https://www.ufc.com/event/756#5715
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Joe Lauzon vs. Evan Dunham,Main,https://www.ufc.com/event/756#5716
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Tatsuya Kawajiri vs. Jason Knight,Main,https://www.ufc.com/event/756#5889
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Julian Erosa vs. Marcin Wrzosek,Main,https://www.ufc.com/event/756#5897
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Gabriel Gonzaga vs. Konstantin Erokhin,Prelims1,https://www.ufc.com/event/756#5890
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Ryan LaFlare vs. Mike Pierce,Prelims1,https://www.ufc.com/event/756#5717
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Joby Sanchez vs. Geane Herrera,Prelims1,https://www.ufc.com/event/756#5891
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Chris Gruetzemacher vs. Abner Lloveras,Prelims1,https://www.ufc.com/event/756#5898
UFC Fight Night: Namajunas vs. VanZant,Rose Namajunas vs. Paige VanZant,Main,https://www.ufc.com/event/758#5762
UFC Fight Night: Namajunas vs. VanZant,Jim Miller vs. Michael Chiesa,Main,https://www.ufc.com/event/758#5763
UFC Fight Night: Namajunas vs. VanZant,Sage Northcutt vs. Cody Pfister,Main,https://www.ufc.com/event/758#5824
UFC Fight Night: Namajunas vs. VanZant,Elias Theodorou vs. Thiago Santos,Main,https://www.ufc.com/event/758#5764
UFC Fight Night: Namajunas vs. VanZant,Tim Means vs. John Howard,Prelims1,https://www.ufc.com/event/758#5767
UFC Fight Night: Namajunas vs. VanZant,Omari Akhmedov vs. Sergio Moraes,Prelims1,https://www.ufc.com/event/758#5766
UFC Fight Night: Namajunas vs. VanZant,Antonio Carlos Junior vs. Kevin Casey,Prelims1,https://www.ufc.com/event/758#5765
UFC Fight Night: Namajunas vs. VanZant,Aljamain Sterling vs. Johnny Eduardo,Prelims1,https://www.ufc.com/event/758#5833
UFC Fight Night: Namajunas vs. VanZant,Santiago Ponzinibbio vs. Andreas Stahl,Prelims1,https://www.ufc.com/event/758#5768
UFC Fight Night: Namajunas vs. VanZant,Danny Roberts vs. Nathan Coy,Prelims1,https://www.ufc.com/event/758#5769
UFC Fight Night: Namajunas vs. VanZant,Zubaira Tukhugov vs. Phillipe Nover,Prelims1,https://www.ufc.com/event/758#5770
UFC Fight Night: Namajunas vs. VanZant,Kailin Curran vs. Emily Kagan,Prelims1,https://www.ufc.com/event/758#5771
UFC Fight Night: Henderson vs Masvidal,Benson Henderson vs. Jorge Masvidal,Main,https://www.ufc.com/event/755#5707
UFC Fight Night: Henderson vs Masvidal,Dong Hyun Kim vs. Dominic Waters,Main,https://www.ufc.com/event/755#5865
UFC Fight Night: Henderson vs Masvidal,Yoshihiro Akiyama vs. Alberto Mina,Main,https://www.ufc.com/event/755#5710
UFC Fight Night: Henderson vs Masvidal,Dooho Choi vs. Sam Sicilia,Main,https://www.ufc.com/event/755#5725
UFC Fight Night: Henderson vs Masvidal,Dongi Yang vs. Jake Collier,Prelims1,https://www.ufc.com/event/755#5781
UFC Fight Night: Henderson vs Masvidal,Yui Chul Nam vs. Mike de la Torre,Prelims1,https://www.ufc.com/event/755#5779
UFC Fight Night: Henderson vs Masvidal,Tae Hyun Bang vs. Leo Kuntz,Prelims1,https://www.ufc.com/event/755#5780
UFC Fight Night: Henderson vs Masvidal,Seo Hee Ham vs. Cortney Casey,Prelims1,https://www.ufc.com/event/755#5803
UFC Fight Night: Henderson vs Masvidal,Yao Zhikui vs. Fredy Serrano,Prelims1,https://www.ufc.com/event/755#5782
UFC Fight Night: Henderson vs Masvidal,Guangyou Ning vs. Marco Beltran,Prelims1,https://www.ufc.com/event/755#5783
UFC Fight Night: Henderson vs Masvidal,Dominique Steele vs. Dong Hyun Ma,Prelims1,https://www.ufc.com/event/755#5778
