Event,Bout,Card Segment,URL
UFC Fight Night: Adesanya vs. Imavov,Israel Adesanya vs. Nassourdine Imavov,Main,https://www.ufc.com/event/1243#11828
UFC Fight Night: Adesanya vs. Imavov,Shara Magomedov vs. Michael Page,Main,https://www.ufc.com/event/1243#11829
UFC Fight Night: Adesanya vs. Imavov,Sergei Pavlovich vs. Jairzinho Rozenstruik,Main,https://www.ufc.com/event/1243#11860
UFC Fight Night: Adesanya vs. Imavov,Said Nurmagomedov vs. Vinicius Oliveira,Main,https://www.ufc.com/event/1243#11853
UFC Fight Night: Adesanya vs. Imavov,Fares Ziam vs. Mike Davis,Main,https://www.ufc.com/event/1243#11866
UFC Fight Night: Adesanya vs. Imavov,Muhammad Naimov vs. Kaan Ofli,Prelims1,https://www.ufc.com/event/1243#11854
UFC Fight Night: Adesanya vs. Imavov,Shamil Gaziev vs. Thomas Petersen,Prelims1,https://www.ufc.com/event/1243#11858
UFC Fight Night: Adesanya vs. Imavov,Terrance McKinney vs. Damir Hadzovic,Prelims1,https://www.ufc.com/event/1243#11855
UFC Fight Night: Adesanya vs. Imavov,Jasmine Jasudavicius vs. Mayra Bueno Silva,Prelims1,https://www.ufc.com/event/1243#11796
UFC Fight Night: Adesanya vs. Imavov,Bogdan Grad vs. Lucas Alexander,Prelims1,https://www.ufc.com/event/1243#11856
UFC Fight Night: Adesanya vs. Imavov,Hamdy Abdelwahab vs. Jamal Pogues,Prelims1,https://www.ufc.com/event/1243#11857
UFC 311: Makhachev vs. Moicano,Islam Makhachev vs. Renato Moicano,Main,https://www.ufc.com/event/1242#11894
UFC 311: Makhachev vs. Moicano,Merab Dvalishvili vs. Umar Nurmagomedov,Main,https://www.ufc.com/event/1242#11806
UFC 311: Makhachev vs. Moicano,Jiri Prochazka vs. Jamahal Hill,Main,https://www.ufc.com/event/1242#11808
UFC 311: Makhachev vs. Moicano,Jailton Almeida vs. Serghei Spivac,Main,https://www.ufc.com/event/1242#11810
UFC 311: Makhachev vs. Moicano,Kevin Holland vs. Reinier de Ridder,Main,https://www.ufc.com/event/1242#11809
UFC 311: Makhachev vs. Moicano,Payton Talbott vs. Raoni Barcelos,Prelims1,https://www.ufc.com/event/1242#11804
UFC 311: Makhachev vs. Moicano,Zachary Reese vs. Azamat Bekoev,Prelims1,https://www.ufc.com/event/1242#11888
UFC 311: Makhachev vs. Moicano,Bogdan Guskov vs. Billy Elekana,Prelims1,https://www.ufc.com/event/1242#11880
UFC 311: Makhachev vs. Moicano,Grant Dawson vs. Diego Ferreira,Prelims1,https://www.ufc.com/event/1242#11812
UFC 311: Makhachev vs. Moicano,Karol Rosa vs. Ailin Perez,Prelims2,https://www.ufc.com/event/1242#11795
UFC 311: Makhachev vs. Moicano,Rinya Nakamura vs. Muin Gafurov,Prelims2,https://www.ufc.com/event/1242#11814
UFC 311: Makhachev vs. Moicano,Ricky Turcios vs. Benardo Sopaj,Prelims2,https://www.ufc.com/event/1242#11815
UFC 311: Makhachev vs. Moicano,Tagir Ulanbekov vs. Clayton Carpenter,Prelims2,https://www.ufc.com/event/1242#11816
UFC Fight Night: Dern vs. Ribas 2,Mackenzie Dern vs. Amanda Ribas,Main,https://www.ufc.com/event/1241#11817
UFC Fight Night: Dern vs. Ribas 2,Santiago Ponzinibbio vs. Carlston Harris,Main,https://www.ufc.com/event/1241#11822
UFC Fight Night: Dern vs. Ribas 2,Cesar Almeida vs. Abdul Razak Alhassan,Main,https://www.ufc.com/event/1241#11800
UFC Fight Night: Dern vs. Ribas 2,Chris Curtis vs. Roman Kopylov,Main,https://www.ufc.com/event/1241#11838
UFC Fight Night: Dern vs. Ribas 2,Christian Rodriguez vs. Austin Bashi,Main,https://www.ufc.com/event/1241#11801
UFC Fight Night: Dern vs. Ribas 2,Punahele Soriano vs. Uros Medic,Main,https://www.ufc.com/event/1241#11841
UFC Fight Night: Dern vs. Ribas 2,Jose Johnson vs. Felipe Bunes,Prelims1,https://www.ufc.com/event/1241#11842
UFC Fight Night: Dern vs. Ribas 2,Marco Tulio vs. Ihor Potieria,Prelims1,https://www.ufc.com/event/1241#11837
UFC Fight Night: Dern vs. Ribas 2,Thiago Moises vs. Trey Ogden,Prelims1,https://www.ufc.com/event/1241#11839
UFC Fight Night: Dern vs. Ribas 2,Preston Parsons vs. Jacobe Smith,Prelims1,https://www.ufc.com/event/1241#11867
UFC Fight Night: Dern vs. Ribas 2,Ernesta Kareckaite vs. Nicolle Caliari,Prelims1,https://www.ufc.com/event/1241#11844
UFC Fight Night: Dern vs. Ribas 2,Magomed Gadzhiyasulov vs. Bruno Lopes,Prelims1,https://www.ufc.com/event/1241#11840
UFC Fight Night: Dern vs. Ribas 2,Fatima Kline vs. Viktoriia Dudakova,Prelims1,https://www.ufc.com/event/1241#11846
UFC Fight Night: Dern vs. Ribas 2,Nurullo Aliev vs. Joe Solecki,Prelims1,https://www.ufc.com/event/1241#11868
UFC Fight Night: Covington vs. Buckley,Colby Covington vs. Joaquin Buckley,Main,https://www.ufc.com/event/1238#11792
UFC Fight Night: Covington vs. Buckley,Cub Swanson vs. Billy Quarantillo,Main,https://www.ufc.com/event/1238#11774
UFC Fight Night: Covington vs. Buckley,Manel Kape vs. Bruno Silva,Main,https://www.ufc.com/event/1238#11771
UFC Fight Night: Covington vs. Buckley,Vitor Petrino vs. Dustin Jacoby,Main,https://www.ufc.com/event/1238#11770
UFC Fight Night: Covington vs. Buckley,Adrian Yanez vs. Daniel Marcos,Main,https://www.ufc.com/event/1238#11781
UFC Fight Night: Covington vs. Buckley,Navajo Stirling vs. Tuco Tokkos,Main,https://www.ufc.com/event/1238#11700
UFC Fight Night: Covington vs. Buckley,Michael Johnson vs. Ottman Azaitar,Prelims1,https://www.ufc.com/event/1238#11776
UFC Fight Night: Covington vs. Buckley,Joel Alvarez vs. Drakkar Klose,Prelims1,https://www.ufc.com/event/1238#11769
UFC Fight Night: Covington vs. Buckley,Sean Woodson vs. Fernando Padilla,Prelims1,https://www.ufc.com/event/1238#11784
UFC Fight Night: Covington vs. Buckley,Miles Johns vs. Felipe Lima,Prelims1,https://www.ufc.com/event/1238#11802
UFC Fight Night: Covington vs. Buckley,Miranda Maverick vs. Jamey-Lyn Horth,Prelims1,https://www.ufc.com/event/1238#11787
UFC Fight Night: Covington vs. Buckley,Davey Grant vs. Ramon Taveras,Prelims1,https://www.ufc.com/event/1238#11782
UFC Fight Night: Covington vs. Buckley,Josefine Knutsson vs. Piera Rodriguez,Prelims1,https://www.ufc.com/event/1238#11783
UFC 310: Pantoja vs. Asakura,Alexandre Pantoja vs. Kai Asakura,Main,https://www.ufc.com/event/1237#11751
UFC 310: Pantoja vs. Asakura,Shavkat Rakhmonov vs. Ian Machado Garry,Main,https://www.ufc.com/event/1237#11793
UFC 310: Pantoja vs. Asakura,Ciryl Gane vs. Alexander Volkov,Main,https://www.ufc.com/event/1237#11729
UFC 310: Pantoja vs. Asakura,Bryce Mitchell vs. Kron Gracie,Main,https://www.ufc.com/event/1237#11794
UFC 310: Pantoja vs. Asakura,Nate Landwehr vs. Dooho Choi,Main,https://www.ufc.com/event/1237#11786
UFC 310: Pantoja vs. Asakura,Dominick Reyes vs. Anthony Smith,Prelims1,https://www.ufc.com/event/1237#11705
UFC 310: Pantoja vs. Asakura,Vicente Luque vs. Themba Gorimbo,Prelims1,https://www.ufc.com/event/1237#11798
UFC 310: Pantoja vs. Asakura,Movsar Evloev vs. Aljamain Sterling,Prelims1,https://www.ufc.com/event/1237#11730
UFC 310: Pantoja vs. Asakura,Randy Brown vs. Bryan Battle,Prelims1,https://www.ufc.com/event/1237#11753
UFC 310: Pantoja vs. Asakura,Chris Weidman vs. Eryk Anders,Prelims2,https://www.ufc.com/event/1237#11797
UFC 310: Pantoja vs. Asakura,Cody Durden vs. Joshua Van,Prelims2,https://www.ufc.com/event/1237#11756
UFC 310: Pantoja vs. Asakura,Michael Chiesa vs. Max Griffin,Prelims2,https://www.ufc.com/event/1237#11758
UFC 310: Pantoja vs. Asakura,Clay Guida vs. Chase Hooper,Prelims2,https://www.ufc.com/event/1237#11757
UFC 310: Pantoja vs. Asakura,Kennedy Nzechukwu vs. Lukasz Brzeski,Prelims2,https://www.ufc.com/event/1237#11799
UFC Fight Night: Yan vs. Figueiredo,Petr Yan vs. Deiveson Figueiredo,Main,https://www.ufc.com/event/1236#11716
UFC Fight Night: Yan vs. Figueiredo,Yan Xiaonan vs. Tabatha Ricci,Main,https://www.ufc.com/event/1236#11717
UFC Fight Night: Yan vs. Figueiredo,Song Kenan vs. Muslim Salikhov,Main,https://www.ufc.com/event/1236#11719
UFC Fight Night: Yan vs. Figueiredo,Wang Cong vs. Gabriella Fernandes,Main,https://www.ufc.com/event/1236#11720
UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir vs. Carlos Ulberg,Main,https://www.ufc.com/event/1236#11718
UFC Fight Night: Yan vs. Figueiredo,Zhang Mingyang vs. Ozzy Diaz,Main,https://www.ufc.com/event/1236#11721
UFC Fight Night: Yan vs. Figueiredo,Baergeng Jieleyisi vs. SuYoung You,Prelims1,https://www.ufc.com/event/1236#11732
UFC Fight Night: Yan vs. Figueiredo,Kiru Sahota vs. DongHun Choi,Prelims1,https://www.ufc.com/event/1236#11733
UFC Fight Night: Yan vs. Figueiredo,Shi Ming vs. Feng Xiaocan,Prelims1,https://www.ufc.com/event/1236#11734
UFC Fight Night: Yan vs. Figueiredo,Nyamjargal Tumendemberel vs. Carlos Hernandez,Prelims1,https://www.ufc.com/event/1236#11723
UFC Fight Night: Yan vs. Figueiredo,Lone'er Kavanagh vs. Jose Ochoa,Prelims1,https://www.ufc.com/event/1236#11722
UFC Fight Night: Yan vs. Figueiredo,Xiao Long vs. Quang Le,Prelims1,https://www.ufc.com/event/1236#11741
UFC Fight Night: Yan vs. Figueiredo, Maheshate vs. Nikolas Motta,Prelims1,https://www.ufc.com/event/1236#11772
UFC 309: Jones vs. Miocic,Jon Jones vs. Stipe Miocic,Main,https://www.ufc.com/event/1235#11684
UFC 309: Jones vs. Miocic,Charles Oliveira vs. Michael Chandler,Main,https://www.ufc.com/event/1235#11685
UFC 309: Jones vs. Miocic,Bo Nickal vs. Paul Craig,Main,https://www.ufc.com/event/1235#11686
UFC 309: Jones vs. Miocic,Viviane Araujo vs. Karine Silva,Main,https://www.ufc.com/event/1235#11695
UFC 309: Jones vs. Miocic,Mauricio Ruffy vs. James Llontop,Main,https://www.ufc.com/event/1235#11785
UFC 309: Jones vs. Miocic,Jonathan Martinez vs. Marcus McGhee,Prelims1,https://www.ufc.com/event/1235#11693
UFC 309: Jones vs. Miocic,Jim Miller vs. Damon Jackson,Prelims1,https://www.ufc.com/event/1235#11766
UFC 309: Jones vs. Miocic,David Onama vs. Roberto Romero,Prelims1,https://www.ufc.com/event/1235#11788
UFC 309: Jones vs. Miocic,Marcin Tybura vs. Jhonata Diniz,Prelims1,https://www.ufc.com/event/1235#11778
UFC 309: Jones vs. Miocic,Mickey Gall vs. Ramiz Brahimaj,Prelims2,https://www.ufc.com/event/1235#11707
UFC 309: Jones vs. Miocic,Bassil Hafez vs. Oban Elliott,Prelims2,https://www.ufc.com/event/1235#11749
UFC 309: Jones vs. Miocic,Veronica Hardy vs. Eduarda Moura,Prelims2,https://www.ufc.com/event/1235#11694
UFC Fight Night: Magny vs. Prates,Neil Magny vs. Carlos Prates,Main,https://www.ufc.com/event/1229#11748
UFC Fight Night: Magny vs. Prates,Gerald Meerschaert vs. Reinier de Ridder,Main,https://www.ufc.com/event/1229#11708
UFC Fight Night: Magny vs. Prates,Gaston Bolanos vs. Cortavious Romious,Main,https://www.ufc.com/event/1229#11765
UFC Fight Night: Magny vs. Prates,Luana Pinheiro vs. Gillian Robertson,Main,https://www.ufc.com/event/1229#11673
UFC Fight Night: Magny vs. Prates,Mansur Abdul-Malik vs. Dusko Todorovic,Main,https://www.ufc.com/event/1229#11628
UFC Fight Night: Magny vs. Prates,Karolina Kowalkiewicz vs. Denise Gomes,Prelims1,https://www.ufc.com/event/1229#11691
UFC Fight Night: Magny vs. Prates,Elizeu Zaleski dos Santos vs. Zachary Scroggin,Prelims1,https://www.ufc.com/event/1229#11780
UFC Fight Night: Magny vs. Prates,Matthew Semelsberger vs. Charles Radtke,Prelims1,https://www.ufc.com/event/1229#11762
UFC Fight Night: Magny vs. Prates,Cody Stamann vs. Da'Mon Blackshear,Prelims1,https://www.ufc.com/event/1229#11763
UFC Fight Night: Magny vs. Prates,Tresean Gore vs. Antonio Trocoli,Prelims1,https://www.ufc.com/event/1229#11692
UFC Fight Night: Magny vs. Prates,Melissa Mullins vs. Klaudia Sygula,Prelims1,https://www.ufc.com/event/1229#11764
UFC Fight Night: Moreno vs. Albazi,Brandon Moreno vs. Amir Albazi,Main,https://www.ufc.com/event/1224#11653
UFC Fight Night: Moreno vs. Albazi,Erin Blanchfield vs. Rose Namajunas,Main,https://www.ufc.com/event/1224#11601
UFC Fight Night: Moreno vs. Albazi,Caio Machado vs. Brendson Ribeiro,Main,https://www.ufc.com/event/1224#11643
UFC Fight Night: Moreno vs. Albazi,Ariane da Silva vs. Jasmine Jasudavicius,Main,https://www.ufc.com/event/1224#11605
UFC Fight Night: Moreno vs. Albazi,Marc-Andre Barriault vs. Dustin Stoltzfus,Main,https://www.ufc.com/event/1224#11604
UFC Fight Night: Moreno vs. Albazi,Mike Malott vs. Trevin Giles,Main,https://www.ufc.com/event/1224#11650
UFC Fight Night: Moreno vs. Albazi,Aiemann Zahabi vs. Pedro Munhoz,Prelims1,https://www.ufc.com/event/1224#11649
UFC Fight Night: Moreno vs. Albazi,Charles Jourdain vs. Victor Henry,Prelims1,https://www.ufc.com/event/1224#11682
UFC Fight Night: Moreno vs. Albazi,Jack Shore vs. Youssef Zalal,Prelims1,https://www.ufc.com/event/1224#11747
UFC Fight Night: Moreno vs. Albazi,Alexandr Romanov vs. Rodrigo Nascimento,Prelims1,https://www.ufc.com/event/1224#11644
UFC Fight Night: Moreno vs. Albazi,Serhiy Sidey vs. Garrett Armfield,Prelims1,https://www.ufc.com/event/1224#11645
UFC Fight Night: Moreno vs. Albazi,Chad Anheliger vs. Cody Gibson,Prelims1,https://www.ufc.com/event/1224#11603
UFC Fight Night: Moreno vs. Albazi,Jamey-Lyn Horth vs. Ivana Petrovic,Prelims1,https://www.ufc.com/event/1224#11606
UFC 308: Topuria vs. Holloway,Ilia Topuria vs. Max Holloway,Main,https://www.ufc.com/event/1223#11564
UFC 308: Topuria vs. Holloway,Robert Whittaker vs. Khamzat Chimaev,Main,https://www.ufc.com/event/1223#11566
UFC 308: Topuria vs. Holloway,Magomed Ankalaev vs. Aleksandar Rakic,Main,https://www.ufc.com/event/1223#11567
UFC 308: Topuria vs. Holloway,Lerone Murphy vs. Dan Ige,Main,https://www.ufc.com/event/1223#11568
UFC 308: Topuria vs. Holloway,Shara Magomedov vs. Armen Petrosyan,Main,https://www.ufc.com/event/1223#11654
UFC 308: Topuria vs. Holloway,Ibo Aslan vs. Rafael Cerqueira,Prelims1,https://www.ufc.com/event/1223#11655
UFC 308: Topuria vs. Holloway,Geoff Neal vs. Rafael Dos Anjos,Prelims1,https://www.ufc.com/event/1223#11569
UFC 308: Topuria vs. Holloway,Mateusz Rebecki vs. Myktybek Orolbai,Prelims1,https://www.ufc.com/event/1223#11656
UFC 308: Topuria vs. Holloway,Abus Magomedov vs. Brunno Ferreira,Prelims1,https://www.ufc.com/event/1223#11581
UFC 308: Topuria vs. Holloway,Kennedy Nzechukwu vs. Chris Barnett,Prelims1,https://www.ufc.com/event/1223#11768
UFC 308: Topuria vs. Holloway,Farid Basharat vs. Victor Hugo,Prelims1,https://www.ufc.com/event/1223#11699
UFC 308: Topuria vs. Holloway,Ismail Naurdiev vs. Bruno Silva,Prelims1,https://www.ufc.com/event/1223#11740
UFC 308: Topuria vs. Holloway,Rinat Fakhretdinov vs. Carlos Leal,Prelims1,https://www.ufc.com/event/1223#11767
UFC Fight Night: Hernandez vs. Pereira,Anthony Hernandez vs. Michel Pereira,Main,https://www.ufc.com/event/1230#11629
UFC Fight Night: Hernandez vs. Pereira,Rob Font vs. Kyler Phillips,Main,https://www.ufc.com/event/1230#11661
UFC Fight Night: Hernandez vs. Pereira,Charles Johnson vs.  Sumudaerji,Main,https://www.ufc.com/event/1230#11664
UFC Fight Night: Hernandez vs. Pereira,Jake Hadley vs. Cameron Smotherman,Main,https://www.ufc.com/event/1230#11759
UFC Fight Night: Hernandez vs. Pereira,Darren Elkins vs. Daniel Pineda,Main,https://www.ufc.com/event/1230#11657
UFC Fight Night: Hernandez vs. Pereira,Matheus Nicolau vs. Asu Almabayev,Prelims1,https://www.ufc.com/event/1230#11648
UFC Fight Night: Hernandez vs. Pereira,Brad Katona vs. Jean Matsumoto,Prelims1,https://www.ufc.com/event/1230#11631
UFC Fight Night: Hernandez vs. Pereira,Joselyne Edwards vs. Tamires Vidal,Prelims1,https://www.ufc.com/event/1230#11659
UFC Fight Night: Hernandez vs. Pereira,Jessica Penne vs. Elise Reed,Prelims1,https://www.ufc.com/event/1230#11663
UFC Fight Night: Hernandez vs. Pereira,Melissa Martinez vs. Alice Ardelean,Prelims1,https://www.ufc.com/event/1230#11728
UFC Fight Night: Hernandez vs. Pereira,Austen Lane vs. Robelis Despaigne,Prelims1,https://www.ufc.com/event/1230#11662
UFC Fight Night: Royval vs. Taira,Brandon Royval vs. Tatsuro Taira,Main,https://www.ufc.com/event/1231#11632
UFC Fight Night: Royval vs. Taira,Brad Tavares vs. JunYong Park,Main,https://www.ufc.com/event/1231#11706
UFC Fight Night: Royval vs. Taira,Chidi Njokuani vs. Jared Gooden,Main,https://www.ufc.com/event/1231#11640
UFC Fight Night: Royval vs. Taira,Grant Dawson vs. Rafa Garcia,Main,https://www.ufc.com/event/1231#11638
UFC Fight Night: Royval vs. Taira,Daniel Rodriguez vs. Alex Morono,Main,https://www.ufc.com/event/1231#11725
UFC Fight Night: Royval vs. Taira,CJ Vergara vs. Ramazan Temirov,Prelims1,https://www.ufc.com/event/1231#11637
UFC Fight Night: Royval vs. Taira,Jonathan Pearce vs. Pat Sabatini,Prelims1,https://www.ufc.com/event/1231#11726
UFC Fight Night: Royval vs. Taira,Themba Gorimbo vs. Niko Price,Prelims1,https://www.ufc.com/event/1231#11639
UFC Fight Night: Royval vs. Taira,Junior Tafa vs. Sean Sharaf,Prelims1,https://www.ufc.com/event/1231#11742
UFC Fight Night: Royval vs. Taira,Julia Polastri vs. Cory McKenna,Prelims1,https://www.ufc.com/event/1231#11724
UFC Fight Night: Royval vs. Taira,Dan Argueta vs. Cody Haddon,Prelims1,https://www.ufc.com/event/1231#11690
UFC Fight Night: Royval vs. Taira,Clayton Carpenter vs. Lucas Rocha,Prelims1,https://www.ufc.com/event/1231#11634
UFC 307: Pereira vs. Rountree Jr.,Alex Pereira vs. Khalil Rountree Jr.,Main,https://www.ufc.com/event/1225#11607
UFC 307: Pereira vs. Rountree Jr.,Raquel Pennington vs. Julianna Pena,Main,https://www.ufc.com/event/1225#11608
UFC 307: Pereira vs. Rountree Jr.,Jose Aldo vs. Mario Bautista,Main,https://www.ufc.com/event/1225#11610
UFC 307: Pereira vs. Rountree Jr.,Roman Dolidze vs. Kevin Holland,Main,https://www.ufc.com/event/1225#11611
UFC 307: Pereira vs. Rountree Jr.,Ketlen Vieira vs. Kayla Harrison,Main,https://www.ufc.com/event/1225#11613
UFC 307: Pereira vs. Rountree Jr.,Stephen Thompson vs. Joaquin Buckley,Prelims1,https://www.ufc.com/event/1225#11609
UFC 307: Pereira vs. Rountree Jr.,Marina Rodriguez vs. Iasmin Lucindo,Prelims1,https://www.ufc.com/event/1225#11625
UFC 307: Pereira vs. Rountree Jr.,Austin Hubbard vs. Alexander Hernandez,Prelims1,https://www.ufc.com/event/1225#11735
UFC 307: Pereira vs. Rountree Jr.,Cesar Almeida vs. Ihor Potieria,Prelims1,https://www.ufc.com/event/1225#11626
UFC 307: Pereira vs. Rountree Jr.,Ryan Spann vs. Ovince Saint Preux,Prelims2,https://www.ufc.com/event/1225#11714
UFC 307: Pereira vs. Rountree Jr.,Carla Esparza vs. Tecia Pennington,Prelims2,https://www.ufc.com/event/1225#11627
UFC 307: Pereira vs. Rountree Jr.,Court McGee vs. Tim Means,Prelims2,https://www.ufc.com/event/1225#11715
UFC Fight Night: Moicano vs. Saint Denis,Renato Moicano vs. Benoit Saint Denis,Main,https://www.ufc.com/event/1213#11583
UFC Fight Night: Moicano vs. Saint Denis,Nassourdine Imavov vs. Brendan Allen,Main,https://www.ufc.com/event/1213#11584
UFC Fight Night: Moicano vs. Saint Denis,William Gomis vs. Joanderson Brito,Main,https://www.ufc.com/event/1213#11592
UFC Fight Night: Moicano vs. Saint Denis,Kevin Jousset vs. Bryan Battle,Main,https://www.ufc.com/event/1213#11630
UFC Fight Night: Moicano vs. Saint Denis,Morgan Charriere vs. Gabriel Miranda,Main,https://www.ufc.com/event/1213#11675
UFC Fight Night: Moicano vs. Saint Denis,Fares Ziam vs. Matt Frevola,Main,https://www.ufc.com/event/1213#11587
UFC Fight Night: Moicano vs. Saint Denis,Ion Cutelaba vs. Ivan Erslan,Prelims1,https://www.ufc.com/event/1213#11585
UFC Fight Night: Moicano vs. Saint Denis,Oumar Sy vs. Da Woon Jung,Prelims1,https://www.ufc.com/event/1213#11589
UFC Fight Night: Moicano vs. Saint Denis,Ludovit Klein vs. Roosevelt Roberts,Prelims1,https://www.ufc.com/event/1213#11676
UFC Fight Night: Moicano vs. Saint Denis,Taylor Lapilus vs. Vince Morales,Prelims1,https://www.ufc.com/event/1213#11701
UFC Fight Night: Moicano vs. Saint Denis,Ailin Perez vs. Daria Zhelezniakova,Prelims1,https://www.ufc.com/event/1213#11590
UFC Fight Night: Moicano vs. Saint Denis,Daniel Barez vs. Victor Altamirano,Prelims1,https://www.ufc.com/event/1213#11588
UFC Fight Night: Moicano vs. Saint Denis,Nora Cornolle vs. Jacqueline Cavalcanti,Prelims1,https://www.ufc.com/event/1213#11702
UFC Fight Night: Moicano vs. Saint Denis,Bolaji Oki vs. Chris Duncan,Prelims1,https://www.ufc.com/event/1213#11646
UFC 306: Riyadh Season Noche UFC,Sean O'Malley vs. Merab Dvalishvili,Main,https://www.ufc.com/event/1221#11537
UFC 306: Riyadh Season Noche UFC,Alexa Grasso vs. Valentina Shevchenko,Main,https://www.ufc.com/event/1221#11538
UFC 306: Riyadh Season Noche UFC,Brian Ortega vs. Diego Lopes,Main,https://www.ufc.com/event/1221#11539
UFC 306: Riyadh Season Noche UFC,Daniel Zellhuber vs. Esteban Ribovics,Main,https://www.ufc.com/event/1221#11546
UFC 306: Riyadh Season Noche UFC,Ronaldo Rodriguez vs. Ode Osbourne,Main,https://www.ufc.com/event/1221#11544
UFC 306: Riyadh Season Noche UFC,Irene Aldana vs. Norma Dumont,Prelims1,https://www.ufc.com/event/1221#11541
UFC 306: Riyadh Season Noche UFC,Manuel Torres vs. Ignacio Bahamondes,Prelims1,https://www.ufc.com/event/1221#11542
UFC 306: Riyadh Season Noche UFC,Yazmin Jauregui vs. Ketlen Souza,Prelims1,https://www.ufc.com/event/1221#11545
UFC 306: Riyadh Season Noche UFC,Edgar Chairez vs. Joshua Van,Prelims1,https://www.ufc.com/event/1221#11674
UFC 306: Riyadh Season Noche UFC,Raul Rosas Jr. vs.  Aoriqileng,Prelims2,https://www.ufc.com/event/1221#11540
UFC Fight Night: Burns vs. Brady,Gilbert Burns vs. Sean Brady,Main,https://www.ufc.com/event/1214#11511
UFC Fight Night: Burns vs. Brady,Jessica Andrade vs. Natalia Silva,Main,https://www.ufc.com/event/1214#11533
UFC Fight Night: Burns vs. Brady,Steve Garcia vs. Kyle Nelson,Main,https://www.ufc.com/event/1214#11596
UFC Fight Night: Burns vs. Brady,Matt Schnell vs. Cody Durden,Main,https://www.ufc.com/event/1214#11665
UFC Fight Night: Burns vs. Brady,Trevor Peek vs. Yanal Ashmouz,Main,https://www.ufc.com/event/1214#11597
UFC Fight Night: Burns vs. Brady, Rongzhu vs. Chris Padilla,Prelims1,https://www.ufc.com/event/1214#11531
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian vs. Brendon Marotte,Prelims1,https://www.ufc.com/event/1214#11599
UFC Fight Night: Burns vs. Brady,Felipe dos Santos vs. Andre Lima,Prelims1,https://www.ufc.com/event/1214#11536
UFC Fight Night: Burns vs. Brady, Yizha vs. Gabriel Santos,Prelims1,https://www.ufc.com/event/1214#11530
UFC Fight Night: Burns vs. Brady,Jaqueline Amorim vs. Vanessa Demopoulos,Prelims1,https://www.ufc.com/event/1214#11535
UFC Fight Night: Burns vs. Brady,Andre Petroski vs. Dylan Budka,Prelims1,https://www.ufc.com/event/1214#11600
UFC Fight Night: Burns vs. Brady,Zygimantas Ramaska vs. Nathan Fletcher,Prelims1,https://www.ufc.com/event/1214#11641
UFC Fight Night: Cannonier vs. Borralho,Jared Cannonier vs. Caio Borralho,Main,https://www.ufc.com/event/1218#11572
UFC Fight Night: Cannonier vs. Borralho,Angela Hill vs. Tabatha Ricci,Main,https://www.ufc.com/event/1218#11573
UFC Fight Night: Cannonier vs. Borralho,Robert Valentin vs. Ryan Loder,Main,https://www.ufc.com/event/1218#11614
UFC Fight Night: Cannonier vs. Borralho,Kaan Ofli vs. Mairon Santos,Main,https://www.ufc.com/event/1218#11617
UFC Fight Night: Cannonier vs. Borralho,Neil Magny vs. Michael Morales,Main,https://www.ufc.com/event/1218#11574
UFC Fight Night: Cannonier vs. Borralho,Edmen Shahbazyan vs. Gerald Meerschaert,Main,https://www.ufc.com/event/1218#11575
UFC Fight Night: Cannonier vs. Borralho,Dennis Buzukja vs. Francis Marshall,Prelims1,https://www.ufc.com/event/1218#11615
UFC Fight Night: Cannonier vs. Borralho,Zachary Reese vs. Jose Daniel Medina,Prelims1,https://www.ufc.com/event/1218#11577
UFC Fight Night: Cannonier vs. Borralho,Viacheslav Borshchev vs. James Llontop,Prelims1,https://www.ufc.com/event/1218#11578
UFC Fight Night: Cannonier vs. Borralho,Jacqueline Cavalcanti vs. Josiane Nunes,Prelims1,https://www.ufc.com/event/1218#11579
UFC Fight Night: Cannonier vs. Borralho,Wang Cong vs. Victoria Leonardo,Prelims1,https://www.ufc.com/event/1218#11510
UFC 305: Du Plessis vs. Adesanya,Dricus Du Plessis vs. Israel Adesanya,Main,https://www.ufc.com/event/1209#11458
UFC 305: Du Plessis vs. Adesanya,Kai Kara-France vs. Steve Erceg,Main,https://www.ufc.com/event/1209#11475
UFC 305: Du Plessis vs. Adesanya,Mateusz Gamrot vs. Dan Hooker,Main,https://www.ufc.com/event/1209#11547
UFC 305: Du Plessis vs. Adesanya,Tai Tuivasa vs. Jairzinho Rozenstruik,Main,https://www.ufc.com/event/1209#11476
UFC 305: Du Plessis vs. Adesanya,Li Jingliang vs. Carlos Prates,Main,https://www.ufc.com/event/1209#11548
UFC 305: Du Plessis vs. Adesanya,Junior Tafa vs. Valter Walker,Prelims1,https://www.ufc.com/event/1209#11477
UFC 305: Du Plessis vs. Adesanya,Josh Culibao vs. Ricardo Ramos,Prelims1,https://www.ufc.com/event/1209#11479
UFC 305: Du Plessis vs. Adesanya,Casey O'Neill vs. Luana Santos,Prelims1,https://www.ufc.com/event/1209#11595
UFC 305: Du Plessis vs. Adesanya,Jack Jenkins vs. Herbert Burns,Prelims1,https://www.ufc.com/event/1209#11554
UFC 305: Du Plessis vs. Adesanya,Tom Nolan vs. Alex Reyes,Prelims2,https://www.ufc.com/event/1209#11481
UFC 305: Du Plessis vs. Adesanya,Song Kenan vs. Ricky Glenn,Prelims2,https://www.ufc.com/event/1209#11506
